league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
ENG-Premier League,1718,Arsenal,Aaron Ramsey,1,2017,83,504,M S,24,1849,7,6.840765129774809,7,6.840765129774809,8,5.922476544976234,56,28,0,0,19.13114408403635,11.193596303462982
ENG-Premier League,1718,Arsenal,Ainsley Maitland-Niles,1,2017,83,1750,D M S,15,908,0,0.2005000989884138,0,0.2005000989884138,0,0.9780506305396557,5,8,1,0,5.208638619631529,4.680087383836508
ENG-Premier League,1718,Arsenal,Alex Iwobi,1,2017,83,500,F M S,26,1873,3,4.132385391741991,3,4.132385391741991,5,3.4858011808246374,45,36,1,0,17.149048805236816,11.71952578984201
ENG-Premier League,1718,Arsenal,Alex Oxlade-Chamberlain,1,2017,83,966,D F M S,35,1705,3,2.5996217476204038,3,2.5996217476204038,7,4.965171135962009,47,38,3,0,11.884012818336487,6.252586744725704
ENG-Premier League,1718,Arsenal,Alexandre Lacazette,1,2017,83,3277,F S,32,2235,14,13.831237014383078,12,12.308898691087961,4,4.839555331505835,67,36,1,0,20.89856270700693,6.22862989269197
ENG-Premier League,1718,Arsenal,Alexis Sánchez,1,2017,83,498,F M S,31,2562,9,11.422600204125047,8,9.900261035189033,6,7.917656555771828,88,77,5,0,22.282527536153793,9.066153444349766
ENG-Premier League,1718,Arsenal,Calum Chambers,1,2017,83,508,D S,12,875,0,1.5631778556853533,0,1.5631778556853533,0,0.10316779650747776,10,2,1,0,4.144316524267197,4.0067838579416275
ENG-Premier League,1718,Arsenal,Danny Welbeck,1,2017,83,501,F M S,28,1169,5,5.722649320960045,5,5.722649320960045,2,1.3699032897129655,32,13,1,0,8.67899002879858,2.561773777939379
ENG-Premier League,1718,Arsenal,David Ospina,1,2017,83,505,GK S,5,378,0,0.0,0,0.0,0,0.0,0,0,0,0,1.5613323859870434,1.5613323859870434
ENG-Premier League,1718,Arsenal,Eddie Nketiah,1,2017,83,6482,S,3,11,0,0.08146669715642929,0,0.08146669715642929,0,0.0,1,0,0,0,0.08146669715642929,0.0
ENG-Premier League,1718,Arsenal,Francis Coquelin,1,2017,83,497,D S,7,155,0,0.08386419713497162,0,0.08386419713497162,0,0.5104960203170776,1,1,0,0,0.5776305049657822,0.49376630783081055
ENG-Premier League,1718,Arsenal,Granit Xhaka,1,2017,83,204,M S,38,3274,1,2.1774980118498206,1,2.1774980118498206,7,2.8609325354918838,66,39,10,0,24.630710953846574,22.75941666867584
ENG-Premier League,1718,Arsenal,Henrikh Mkhitaryan,1,2017,83,317,F M S,26,1735,3,2.4736711923033,3,2.4736711923033,9,6.771662788465619,36,44,2,0,14.398006234318018,7.172530714422464
ENG-Premier League,1718,Arsenal,Héctor Bellerín,1,2017,83,492,D S,35,3051,2,2.469969682395458,2,2.469969682395458,3,4.652230934239924,29,32,5,0,19.897638525813818,14.828240491449833
ENG-Premier League,1718,Arsenal,Jack Wilshere,1,2017,83,1036,M S,20,1179,1,1.1624423153698444,1,1.1624423153698444,3,2.2813697066158056,15,15,6,0,7.7359724417328835,5.041471848264337
ENG-Premier League,1718,Arsenal,Joe Willock,1,2017,83,6630,M S,2,82,0,0.11265700310468674,0,0.11265700310468674,0,0.0,1,0,0,0,0.4695110023021698,0.35685500502586365
ENG-Premier League,1718,Arsenal,Konstantinos Mavropanos,1,2017,83,6722,D,3,194,0,0.0,0,0.0,0,0.0,0,0,0,1,0.9823350310325623,0.9823350310325623
ENG-Premier League,1718,Arsenal,Laurent Koscielny,1,2017,83,494,D,25,2232,2,2.1675616037100554,2,2.1675616037100554,0,0.4440887998789549,9,7,4,0,7.934890883974731,7.80208885949105
ENG-Premier League,1718,Arsenal,Mesut Özil,1,2017,83,499,F M S,26,2166,4,4.391981052234769,4,4.391981052234769,8,9.12885046750307,39,84,4,0,21.609494753181934,14.733471548184752
ENG-Premier League,1718,Arsenal,Mohamed Elneny,1,2017,83,496,M S,13,870,0,0.2833664044737816,0,0.2833664044737816,1,0.7577551174908876,8,10,3,1,5.305588902905583,4.854103496298194
ENG-Premier League,1718,Arsenal,Nacho Monreal,1,2017,83,495,D S,28,2246,5,1.9025143012404442,5,1.9025143012404442,2,3.013729577884078,21,13,3,0,10.207653785124421,8.551952196285129
ENG-Premier League,1718,Arsenal,Olivier Giroud,1,2017,83,502,F S,29,953,7,7.604708576574922,7,7.604708576574922,1,3.013065330684185,47,20,0,0,10.695793353021145,1.6444570431485772
ENG-Premier League,1718,Arsenal,Per Mertesacker,1,2017,83,507,D S,6,360,1,0.08774549700319767,1,0.08774549700319767,0,0.0,2,0,0,0,1.8337987288832664,1.8337987288832664
ENG-Premier League,1718,Arsenal,Petr Cech,1,2017,83,491,GK,34,3042,0,0.0,0,0.0,0,0.0,0,0,1,0,3.3781968764960766,3.3781968764960766
ENG-Premier League,1718,Arsenal,Pierre-Emerick Aubameyang,1,2017,83,318,F S,13,1056,10,9.174359612166882,9,7.652027260512114,4,1.264147974550724,31,13,0,0,10.671037072315812,2.3664560075849295
ENG-Premier League,1718,Arsenal,Reiss Nelson,1,2017,83,6492,M S,3,147,0,0.06884969770908356,0,0.06884969770908356,0,0.034464601427316666,2,1,0,0,0.8568229973316193,0.7784189879894257
ENG-Premier League,1718,Arsenal,Rob Holding,1,2017,83,1749,D S,12,816,0,0.10694999992847443,0,0.10694999992847443,0,0.03383919969201088,1,2,3,0,3.4701873436570168,3.4503049477934837
ENG-Premier League,1718,Arsenal,Sead Kolasinac,1,2017,83,342,D S,27,2154,2,2.5496985241770744,2,2.5496985241770744,4,4.005558914504945,21,19,3,0,15.234833128750324,11.601472035050392
