league,season,game,team,player,league_id,season_id,game_id,team_id,player_id,position,position_id,minutes,goals,own_goals,shots,xg,xg_chain,xg_buildup,assists,xa,key_passes,yellow_cards,red_cards
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Ameen Al Dakhil,1,2023,22275,92,11699,DC,3,90,0,0,0,0.0,0.12203856557607651,0.12203856557607651,0,0.0,0,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Anass Zaroury,1,2023,22275,92,11703,Sub,17,24,0,0,1,0.0639837458729744,0.0639837458729744,0.0,0,0.013008161447942257,1,0,1
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Benson Manuel,1,2023,22275,92,11702,Sub,17,11,0,0,0,0.0,0.0639837458729744,0.0639837458729744,0,0.0,0,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Connor Roberts,1,2023,22275,92,5568,DR,2,90,0,0,0,0.0,0.12203856557607651,0.12203856557607651,0,0.0,0,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Dara O'Shea,1,2023,22275,92,8756,DC,3,90,0,0,0,0.0,0.12203856557607651,0.12203856557607651,0,0.0,0,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Jacob Bruun Larsen,1,2023,22275,92,5355,Sub,17,24,0,0,1,0.013008161447942257,0.0639837458729744,0.0639837458729744,0,0.0,0,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,James Trafford,1,2023,22275,92,9077,GK,1,90,0,0,0,0.0,0.0639837458729744,0.0639837458729744,0,0.0,0,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Josh Brownhill,1,2023,22275,92,8323,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Josh Cullen,1,2023,22275,92,1018,MC,9,90,0,0,0,0.0,0.0639837458729744,0.0639837458729744,0,0.0,0,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Louis Beyer,1,2023,22275,92,6557,DC,3,79,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Luca Koleosho,1,2023,22275,92,10620,MR,8,66,0,0,1,0.05805481970310211,0.21692879498004913,0.0,0,0.15887397527694702,2,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Lyle Foster,1,2023,22275,92,7498,ML,10,90,0,0,2,0.1147281676530838,0.2367667406797409,0.12203856557607651,0,0.0639837458729744,1,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Nathan Redmond,1,2023,22275,92,790,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Sander Berge,1,2023,22275,92,8285,MC,9,90,0,0,0,0.0,0.05805481970310211,0.05805481970310211,0,0.0,0,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Vitinho,1,2023,22275,92,11700,DL,4,90,0,0,0,0.0,0.11931239068508148,0.06125757470726967,0,0.05805481970310211,1,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Burnley,Zeki Amdouni,1,2023,22275,92,11701,FW,15,66,0,0,1,0.06125757470726967,0.21692879498004913,0.15567122399806976,0,0.0,0,0,0
ENG-Premier League,2324,2023-08-11 Burnley-Manchester City,Manchester City,Aymeric Laporte,1,2023,22275,88,2498,Sub,17,6,0,0,1,0.11228246241807938,0.0,0.0,0,0.0,0,0,0
