league,season,game,team,player,league_id,season_id,game_id,date,shot_id,team_id,player_id,assist_player_id,assist_player,xg,location_x,location_y,minute,body_part,situation,result
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Leicester,Demarai Gray,1,2018,9197,2018-08-10 22:00:00,232823,75,762,258820,Jamie Vardy,0.11196500062942505,0.9269999694824219,0.4620000076293945,74,Right Foot,Open Play,Saved Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Leicester,Demarai Gray,1,2018,9197,2018-08-10 22:00:00,232824,75,762,,,0.013330000452697277,0.7240000152587891,0.6120000076293945,76,Right Foot,Open Play,Missed Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Leicester,Demarai Gray,1,2018,9197,2018-08-10 22:00:00,232828,75,762,258811,Ben Chilwell,0.01928599923849106,0.7609999847412109,0.5790000152587891,89,Right Foot,Open Play,Blocked Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Leicester,James Maddison,1,2018,9197,2018-08-10 22:00:00,232815,75,6818,258814,Ricardo Pereira,0.08854089677333832,0.8880000305175781,0.4,28,Right Foot,Open Play,Saved Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Leicester,James Maddison,1,2018,9197,2018-08-10 22:00:00,232817,75,6818,,,0.051163800060749054,0.7290000152587891,0.5029999923706054,31,Right Foot,Direct Freekick,Blocked Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Leicester,Jamie Vardy,1,2018,9197,2018-08-10 22:00:00,232829,75,755,258814,Ricardo Pereira,0.2843819856643677,0.8959999847412109,0.5270000076293946,90,Right Foot,Open Play,Missed Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Leicester,Jamie Vardy,1,2018,9197,2018-08-10 22:00:00,232830,75,755,,,0.9466180205345154,0.99,0.53,91,,Open Play,Goal
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Leicester,Kasper Schmeichel,1,2018,9197,2018-08-10 22:00:00,232831,75,745,258811,Ben Chilwell,0.08071509748697281,0.9159999847412109,0.5420000076293945,94,,From Corner,Missed Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Leicester,Kelechi Iheanacho,1,2018,9197,2018-08-10 22:00:00,232820,75,620,258808,Daniel Amartey,0.024298299103975296,0.785,0.3220000076293945,49,Left Foot,Open Play,Blocked Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Leicester,Kelechi Iheanacho,1,2018,9197,2018-08-10 22:00:00,232827,75,620,258812,Wilfred Ndidi,0.057485200464725494,0.8080000305175781,0.47900001525878905,88,Left Foot,Open Play,Blocked Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Leicester,Ricardo Pereira,1,2018,9197,2018-08-10 22:00:00,232816,75,3303,,,0.013782399706542492,0.715,0.4909999847412109,28,Right Foot,From Corner,Blocked Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Leicester,Wilfred Ndidi,1,2018,9197,2018-08-10 22:00:00,232813,75,5545,,,0.02241639979183674,0.755,0.5320000076293945,14,Right Foot,Open Play,Saved Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Leicester,Wilfred Ndidi,1,2018,9197,2018-08-10 22:00:00,232814,75,5545,258815,James Maddison,0.02415050007402897,0.7809999847412109,0.3529999923706055,24,Right Foot,Open Play,Blocked Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Alexis Sánchez,1,2018,9197,2018-08-10 22:00:00,232811,89,498,258797,Luke Shaw,0.039962101727724075,0.8630000305175781,0.710999984741211,1,Right Foot,Open Play,Blocked Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Juan Mata,1,2018,9197,2018-08-10 22:00:00,232822,89,554,258803,Alexis Sánchez,0.07612569630146027,0.8130000305175781,0.4759999847412109,64,Left Foot,Open Play,Missed Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Luke Shaw,1,2018,9197,2018-08-10 22:00:00,232819,89,1006,258801,Juan Mata,0.08121489733457565,0.88,0.6530000305175782,40,Right Foot,Open Play,Saved Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Luke Shaw,1,2018,9197,2018-08-10 22:00:00,232826,89,1006,258801,Juan Mata,0.0883931964635849,0.95,0.6469999694824219,82,Left Foot,Open Play,Goal
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Matteo Darmian,1,2018,9197,2018-08-10 22:00:00,232821,89,557,258803,Alexis Sánchez,0.028308799490332603,0.7809999847412109,0.33,55,Right Foot,Open Play,Saved Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Paul Pogba,1,2018,9197,2018-08-10 22:00:00,232812,89,1740,,,0.7611690163612366,0.885,0.5,2,Right Foot,,Goal
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Paul Pogba,1,2018,9197,2018-08-10 22:00:00,232818,89,1740,258803,Alexis Sánchez,0.0183958001434803,0.7240000152587891,0.655,39,Right Foot,Open Play,Saved Shot
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Romelu Lukaku,1,2018,9197,2018-08-10 22:00:00,232825,89,594,258803,Alexis Sánchez,0.4201290011405945,0.8880000305175781,0.45,77,Left Foot,Open Play,Saved Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Andrew Surman,1,2018,9202,2018-08-11 17:00:00,232730,73,460,258686,Charlie Daniels,0.05097610130906105,0.7909999847412109,0.45799999237060546,61,Left Foot,Open Play,Missed Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Callum Wilson,1,2018,9202,2018-08-11 17:00:00,232720,73,468,,,0.0883375033736229,0.8909999847412109,0.6580000305175782,10,Right Foot,Open Play,Missed Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Callum Wilson,1,2018,9202,2018-08-11 17:00:00,232724,73,468,,,0.06588850170373917,0.9019999694824219,0.695,29,Right Foot,Open Play,Blocked Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Callum Wilson,1,2018,9202,2018-08-11 17:00:00,232725,73,468,,,0.7611690163612366,0.885,0.5,33,Right Foot,,Saved Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Callum Wilson,1,2018,9202,2018-08-11 17:00:00,232737,73,468,258690,Ryan Fraser,0.3079650104045868,0.9159999847412109,0.5179999923706055,78,,Set Piece,Saved Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Callum Wilson,1,2018,9202,2018-08-11 17:00:00,232740,73,468,258683,Adam Smith,0.07135369628667831,0.8430000305175781,0.635,89,Right Foot,Open Play,Blocked Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Callum Wilson,1,2018,9202,2018-08-11 17:00:00,232741,73,468,258695,Simon Francis,0.06352359801530838,0.9059999847412109,0.39599998474121095,90,Right Foot,From Corner,Goal
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Dan Gosling,1,2018,9202,2018-08-11 17:00:00,232738,73,462,,,0.015570900402963161,0.740999984741211,0.5670000076293945,81,Left Foot,From Corner,Missed Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,David Brooks,1,2018,9202,2018-08-11 17:00:00,232729,73,6820,258690,Ryan Fraser,0.5403079986572266,0.965999984741211,0.4470000076293945,61,,Open Play,Missed Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Joshua King,1,2018,9202,2018-08-11 17:00:00,232723,73,465,258690,Ryan Fraser,0.04287030175328255,0.8719999694824219,0.27700000762939453,27,Right Foot,Open Play,Missed Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Ryan Fraser,1,2018,9202,2018-08-11 17:00:00,232722,73,1683,258692,Callum Wilson,0.5492830276489258,0.9259999847412109,0.48700000762939455,23,Right Foot,Open Play,Goal
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Ryan Fraser,1,2018,9202,2018-08-11 17:00:00,232739,73,1683,258691,Joshua King,0.04297599941492081,0.8380000305175781,0.6659999847412109,82,Right Foot,Open Play,Missed Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Bobby Reid,1,2018,9202,2018-08-11 17:00:00,232721,227,6827,258704,Callum Paterson,0.04860429838299751,0.875999984741211,0.31,11,Right Foot,Open Play,Missed Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Bobby Reid,1,2018,9202,2018-08-11 17:00:00,232733,227,6827,258707,Josh Murphy,0.11765500158071518,0.8469999694824218,0.48400001525878905,66,Right Foot,Open Play,Blocked Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Bobby Reid,1,2018,9202,2018-08-11 17:00:00,232735,227,6827,,,0.07772549986839294,0.7859999847412109,0.635,67,Right Foot,Direct Freekick,Missed Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Callum Paterson,1,2018,9202,2018-08-11 17:00:00,232728,227,6826,258706,Bobby Reid,0.11462800204753876,0.9019999694824219,0.48700000762939455,59,Left Foot,Open Play,Blocked Shot
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Joe Ralls,1,2018,9202,2018-08-11 17:00:00,232734,227,6825,,,0.020545799285173416,0.7380000305175781,0.5129999923706055,66,Left Foot,Open Play,Blocked Shot
