league,season,game,team,player,league_id,season_id,game_id,team_id,player_id,position,position_id,minutes,goals,own_goals,shots,xg,xg_chain,xg_buildup,assists,xa,key_passes,yellow_cards,red_cards
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,Adrián,1,2019,11643,87,527,Sub,17,52,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,Alisson,1,2019,11643,87,1257,GK,1,38,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,Andrew Robertson,1,2019,11643,87,1688,DL,4,90,0,0,2,0.06685499846935272,0.32147499918937683,0.22196799516677856,0,0.045728400349617004,1,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,Divock Origi,1,2019,11643,87,484,FWL,16,77,1,0,1,0.25825199484825134,0.5442439913749695,0.23221300542354584,0,0.18047000467777252,2,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,Fabinho,1,2019,11643,87,3420,MC,9,90,0,0,1,0.014726400375366211,0.6784600019454956,0.5857409834861755,0,0.07799229770898819,1,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,Georginio Wijnaldum,1,2019,11643,87,771,MC,9,90,0,0,0,0.0,0.38494300842285156,0.38494300842285156,0,0.0,0,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,James Milner,1,2019,11643,87,489,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,Jordan Henderson,1,2019,11643,87,605,MC,9,90,0,0,2,0.23221300542354584,0.5857409834861755,0.3535290062427521,0,0.0,0,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,Joseph Gomez,1,2019,11643,87,987,DC,3,90,0,0,0,0.0,0.022033600136637688,0.0,0,0.022033600136637688,1,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,Mohamed Salah,1,2019,11643,87,1250,FWR,14,90,1,0,2,0.4448089897632599,1.5892599821090698,0.9436569809913635,1,0.30611398816108704,3,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,Roberto Firmino,1,2019,11643,87,482,FW,15,89,0,0,4,0.9384539723396301,1.3052699565887451,0.0,1,0.36681699752807617,1,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,Sadio Mané,1,2019,11643,87,838,Sub,17,13,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,Trent Alexander-Arnold,1,2019,11643,87,1791,DR,2,90,0,0,2,0.17549200356006622,1.2044299840927124,0.12669099867343903,1,1.0556999444961548,3,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Liverpool,Virgil van Dijk,1,2019,11643,87,833,DC,3,90,1,0,1,0.10531599819660187,0.12669099867343903,0.12669099867343903,0,0.0,0,0,0
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,Norwich,Ben Godfrey,1,2019,11643,79,7689,DC,3,90,0,0,1,0.00899847038090229,0.06399569660425186,0.05499729886651039,0,0.0,0,0,0
