league,season,game,team,player,league_id,season_id,game_id,team_id,player_id,position,position_id,minutes,goals,own_goals,shots,xg,xg_chain,xg_buildup,assists,xa,key_passes,yellow_cards,red_cards
ENG-Premier League,1718,2017-08-11 Arsenal-Leicester,Arsenal,Aaron Ramsey,1,2017,7119,83,504,Sub,17,21,1,0,4,0.4927639961242676,0.5458549857139587,0.10771899670362473,0,0.021888399496674538,1,0,0
ENG-Premier League,1718,2017-08-11 Arsenal-Leicester,Arsenal,Alex Oxlade-Chamberlain,1,2017,7119,83,966,DML,6,90,0,0,6,0.1390870064496994,0.4284819960594177,0.2646560072898865,0,0.061301399022340775,2,0,0
ENG-Premier League,1718,2017-08-11 Arsenal-Leicester,Arsenal,Alexandre Lacazette,1,2017,7119,83,3277,FW,15,90,1,0,3,0.22772400081157684,0.8118680119514465,0.06210809946060181,0,0.5220360159873962,3,0,0
ENG-Premier League,1718,2017-08-11 Arsenal-Leicester,Arsenal,Danny Welbeck,1,2017,7119,83,501,AMC,12,77,1,0,3,1.0142199993133545,1.3787200450897217,0.33400699496269226,0,0.36449098587036133,2,0,0
ENG-Premier League,1718,2017-08-11 Arsenal-Leicester,Arsenal,Granit Xhaka,1,2017,7119,83,204,MC,9,90,0,0,4,0.07523590326309204,0.5969809889793396,0.5120360255241394,2,0.17247499525547028,5,0,0
ENG-Premier League,1718,2017-08-11 Arsenal-Leicester,Arsenal,Héctor Bellerín,1,2017,7119,83,492,DMR,5,90,0,0,1,0.33400699496269226,0.6911270022392273,0.3371630012989044,0,0.03954340144991875,2,0,0
ENG-Premier League,1718,2017-08-11 Arsenal-Leicester,Arsenal,Mesut Özil,1,2017,7119,83,499,AMC,12,90,0,0,3,0.1387840062379837,1.5583499670028687,1.2358499765396118,0,0.6251360177993774,6,0,0
ENG-Premier League,1718,2017-08-11 Arsenal-Leicester,Arsenal,Mohamed Elneny,1,2017,7119,83,496,MC,9,69,0,0,1,0.01447870023548603,0.5740879774093628,0.5632299780845642,1,0.05448019877076149,2,0,0
ENG-Premier League,1718,2017-08-11 Arsenal-Leicester,Arsenal,Nacho Monreal,1,2017,7119,83,495,DC,3,90,0,0,0,0.0,0.6413670182228088,0.6413670182228088,0,0.0,0,0,0
ENG-Premier League,1718,2017-08-11 Arsenal-Leicester,Arsenal,Olivier Giroud,1,2017,7119,83,502,Sub,17,21,1,0,1,0.04866969957947731,0.10771899670362473,0.0,0,0.10771899670362473,1,0,0
