league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
ENG-Premier League,2021,Arsenal,Ainsley Maitland-Niles,1,2020,83,1750,D M S,26,1719,0,0.7961909975856543,0,0.7961909975856543,0,0.8219910915941,12,6,2,0,5.968474563211203,5.0518849808722734
ENG-Premier League,2021,Arsenal,Alexandre Lacazette,1,2020,83,3277,F M S,31,1939,13,12.02891095355153,10,9.745402950793505,2,2.2092133089900017,45,22,3,0,14.361543761566281,2.937945641577244
ENG-Premier League,2021,Arsenal,Bernd Leno,1,2020,83,181,GK,35,3136,0,0.0,0,0.0,0,0.0,0,0,0,1,4.326597798615694,4.326597798615694
ENG-Premier League,2021,Arsenal,Bukayo Saka,1,2020,83,7322,D F M S,32,2577,5,7.169173154979944,5,7.169173154979944,3,4.511790509335697,61,38,1,0,18.292466957122087,9.18044448364526
ENG-Premier League,2021,Arsenal,Calum Chambers,1,2020,83,508,D S,10,750,0,0.3639728929847479,0,0.3639728929847479,2,1.0427637845277786,8,11,0,0,3.8356559574604034,2.8100062385201454
ENG-Premier League,2021,Arsenal,Cédric Soares,1,2020,83,847,D S,10,746,0,0.20354269538074732,0,0.20354269538074732,1,0.8928053807467222,7,6,1,0,3.335597813129425,2.919353038072586
ENG-Premier League,2021,Arsenal,Dani Ceballos,1,2020,83,2446,M S,25,1613,0,0.6592578887939453,0,0.6592578887939453,3,2.578972002491355,13,27,4,0,9.275819662958384,8.116629021242261
ENG-Premier League,2021,Arsenal,David Luiz,1,2020,83,1676,D S,20,1410,1,0.6695672031491995,1,0.6695672031491995,0,0.5240253880620003,15,2,1,1,4.749539636075497,4.629008233547211
ENG-Premier League,2021,Arsenal,Eddie Nketiah,1,2020,83,6482,F S,17,405,2,2.022098023444414,2,2.022098023444414,1,0.7423548139631748,12,8,0,0,2.0772799979895353,0.22055049799382687
ENG-Premier League,2021,Arsenal,Emile Smith-Rowe,1,2020,83,7230,M S,20,1456,2,1.592160290107131,2,1.592160290107131,4,3.622620165348053,13,27,0,0,9.538249481469393,5.6345065496861935
ENG-Premier League,2021,Arsenal,Gabriel,1,2020,83,5613,D S,23,1994,2,1.5645487178117037,2,1.5645487178117037,0,0.05609600059688091,16,2,2,1,5.762659789994359,5.748225750401616
ENG-Premier League,2021,Arsenal,Gabriel Martinelli,1,2020,83,7752,F M S,14,581,2,3.2524473667144775,2,3.2524473667144775,1,1.7456525303423405,20,9,0,0,6.1597150303423405,1.7565969750285149
