league,season,game,team,player,league_id,season_id,game_id,date,shot_id,team_id,player_id,assist_player_id,assist_player,xg,location_x,location_y,minute,body_part,situation,result
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Cheikhou Kouyaté,1,2020,14087,2020-09-12 14:00:00,376520,78,532,414564,Andros Townsend,0.364996999502182,0.905,0.5109999847412109,35,Right Foot,Set Piece,Saved Shot
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,James McArthur,1,2020,14087,2020-09-12 14:00:00,376527,78,633,414571,Luka Milivojevic,0.06632620096206665,0.91,0.45,79,,From Corner,Missed Shot
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Jordan Ayew,1,2020,14087,2020-09-12 14:00:00,376526,78,672,414571,Luka Milivojevic,0.04472789913415909,0.899000015258789,0.41,74,,Set Piece,Saved Shot
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Wilfried Zaha,1,2020,14087,2020-09-12 14:00:00,376518,78,522,414564,Andros Townsend,0.5024710297584534,0.92,0.5609999847412109,12,Right Foot,Open Play,Goal
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Wilfried Zaha,1,2020,14087,2020-09-12 14:00:00,376529,78,522,414566,James McArthur,0.41716399788856506,0.9069999694824219,0.639000015258789,94,Right Foot,Open Play,Missed Shot
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Southampton,Che Adams,1,2020,14087,2020-09-12 14:00:00,376522,74,7700,414583,Jannik Vestergaard,0.5063689947128296,0.9230000305175782,0.5279999923706055,52,Right Foot,Set Piece,Saved Shot
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Southampton,Danny Ings,1,2020,14087,2020-09-12 14:00:00,376519,74,986,,,0.022525599226355553,0.97,0.3240000152587891,31,,Open Play,Saved Shot
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Southampton,Danny Ings,1,2020,14087,2020-09-12 14:00:00,376523,74,986,414576,Ryan Bertrand,0.06783139705657959,0.8669999694824219,0.5729999923706055,55,Right Foot,Open Play,Blocked Shot
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Southampton,Danny Ings,1,2020,14087,2020-09-12 14:00:00,376530,74,986,414573,Kyle Walker-Peters,0.35242798924446106,0.9130000305175782,0.475,94,,Open Play,Saved Shot
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Southampton,Jack Stephens,1,2020,14087,2020-09-12 14:00:00,376517,74,1735,414579,James Ward-Prowse,0.0894664004445076,0.9169999694824219,0.47200000762939454,3,,From Corner,Saved Shot
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Southampton,James Ward-Prowse,1,2020,14087,2020-09-12 14:00:00,376525,74,843,,,0.043417900800704956,0.7859999847412109,0.77,73,Right Foot,Direct Freekick,Missed Shot
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Southampton,James Ward-Prowse,1,2020,14087,2020-09-12 14:00:00,376528,74,843,,,0.04113470017910004,0.715,0.59,86,Right Foot,Direct Freekick,Missed Shot
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Southampton,Nathan Redmond,1,2020,14087,2020-09-12 14:00:00,376521,74,790,414582,Che Adams,0.07210659980773926,0.8830000305175781,0.6459999847412109,45,Right Foot,Open Play,Saved Shot
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Southampton,Nathan Redmond,1,2020,14087,2020-09-12 14:00:00,376524,74,790,414581,Danny Ings,0.06739410012960434,0.9009999847412109,0.66,56,Left Foot,Open Play,Missed Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Arsenal,Alexandre Lacazette,1,2020,14086,2020-09-12 11:30:00,376480,83,3277,,,0.758089005947113,0.9740000152587891,0.47,8,Left Foot,Open Play,Goal
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Arsenal,Alexandre Lacazette,1,2020,14086,2020-09-12 11:30:00,376493,83,3277,414527,Nicolas Pepe,0.07018399983644485,0.9690000152587891,0.41,77,,From Corner,Missed Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Arsenal,Gabriel,1,2020,14086,2020-09-12 11:30:00,376486,83,5613,414522,Willian,0.5060970187187195,0.9490000152587891,0.48200000762939454,48,,From Corner,Goal
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Arsenal,Granit Xhaka,1,2020,14086,2020-09-12 11:30:00,376478,83,204,414524,Pierre-Emerick Aubameyang,0.06435249745845795,0.8480000305175781,0.6020000076293945,7,Left Foot,Open Play,Missed Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Arsenal,Granit Xhaka,1,2020,14086,2020-09-12 11:30:00,376483,83,204,,,0.0572240985929966,0.8180000305175781,0.5209999847412109,20,Left Foot,Open Play,Missed Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Arsenal,Granit Xhaka,1,2020,14086,2020-09-12 11:30:00,376489,83,204,,,0.05264189839363098,0.7340000152587891,0.4490000152587891,61,Left Foot,Direct Freekick,Blocked Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Arsenal,Granit Xhaka,1,2020,14086,2020-09-12 11:30:00,376491,83,204,414522,Willian,0.03415200114250183,0.794000015258789,0.5309999847412109,72,Left Foot,Set Piece,Blocked Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Arsenal,Mohamed Elneny,1,2020,14086,2020-09-12 11:30:00,376482,83,496,414523,Alexandre Lacazette,0.1101519986987114,0.8630000305175781,0.48700000762939455,20,Right Foot,Open Play,Blocked Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Arsenal,Pierre-Emerick Aubameyang,1,2020,14086,2020-09-12 11:30:00,376485,83,318,414521,Granit Xhaka,0.08170899748802185,0.924000015258789,0.6509999847412109,36,Left Foot,Open Play,Saved Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Arsenal,Pierre-Emerick Aubameyang,1,2020,14086,2020-09-12 11:30:00,376488,83,318,414522,Willian,0.09433779865503311,0.8719999694824219,0.6359999847412109,56,Right Foot,Open Play,Goal
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Arsenal,Pierre-Emerick Aubameyang,1,2020,14086,2020-09-12 11:30:00,376492,83,318,414518,Héctor Bellerín,0.10653399676084518,0.965999984741211,0.3579999923706055,77,Right Foot,Open Play,Blocked Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Arsenal,Willian,1,2020,14086,2020-09-12 11:30:00,376479,83,700,,,0.6487820148468018,0.9540000152587891,0.4929999923706055,7,Right Foot,Open Play,Saved Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Arsenal,Willian,1,2020,14086,2020-09-12 11:30:00,376484,83,700,,,0.13563400506973267,0.8030000305175782,0.49700000762939456,26,Right Foot,Direct Freekick,Shot On Post
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Fulham,Aboubakar Kamara,1,2020,14086,2020-09-12 11:30:00,376487,228,4866,,,0.020672200247645378,0.8130000305175781,0.3189999961853027,55,Right Foot,Set Piece,Missed Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Fulham,Aleksandar Mitrovic,1,2020,14086,2020-09-12 11:30:00,376490,228,773,414511,Franck Zambo,0.03421450033783913,0.8030000305175782,0.655,66,Right Foot,Open Play,Saved Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Fulham,Bobby Reid,1,2020,14086,2020-09-12 11:30:00,376494,228,6827,,,0.005482850130647421,0.595999984741211,0.29200000762939454,89,Right Foot,Open Play,Missed Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Fulham,Denis Odoi,1,2020,14086,2020-09-12 11:30:00,376477,228,7077,414509,Ivan Cavaleiro,0.02052750065922737,0.785,0.24899999618530275,6,Left Foot,Open Play,Saved Shot
ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,Fulham,Neeskens Kebano,1,2020,14086,2020-09-12 11:30:00,376481,228,6840,414509,Ivan Cavaleiro,0.045429401099681854,0.9330000305175781,0.34200000762939453,9,Right Foot,Open Play,Blocked Shot
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Leeds,Jack Harrison,1,2020,14090,2020-09-12 16:30:00,376605,245,8720,414692,Kalvin Phillips,0.05824600160121918,0.8419999694824218,0.6070000076293945,11,Right Foot,Open Play,Goal
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Leeds,Kalvin Phillips,1,2020,14090,2020-09-12 16:30:00,376623,245,8719,,,0.03589870035648346,0.6940000152587891,0.5209999847412109,75,Right Foot,Direct Freekick,Missed Shot
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Leeds,Mateusz Klich,1,2020,14090,2020-09-12 16:30:00,376619,245,4381,414693,Hélder Costa,0.0732194036245346,0.8880000305175781,0.4209999847412109,65,Right Foot,Open Play,Goal
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Leeds,Patrick Bamford,1,2020,14090,2020-09-12 16:30:00,376609,245,822,,,0.05532440170645714,0.8830000305175781,0.36,29,Right Foot,Open Play,Goal
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Leeds,Patrick Bamford,1,2020,14090,2020-09-12 16:30:00,376614,245,822,,,0.01575239934027195,0.7390000152587891,0.4329999923706055,49,Right Foot,Open Play,Blocked Shot
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Leeds,Robin Koch,1,2020,14090,2020-09-12 16:30:00,376629,245,6273,414692,Kalvin Phillips,0.031372301280498505,0.9059999847412109,0.549000015258789,90,,Open Play,Blocked Shot
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Liverpool,Georginio Wijnaldum,1,2020,14090,2020-09-12 16:30:00,376613,87,771,414683,Sadio Mané,0.12067999690771103,0.8909999847412109,0.5429999923706055,48,Right Foot,Open Play,Saved Shot
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Liverpool,Georginio Wijnaldum,1,2020,14090,2020-09-12 16:30:00,376624,87,771,414681,Mohamed Salah,0.10385700315237045,0.860999984741211,0.5309999847412109,77,Right Foot,Open Play,Blocked Shot
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Liverpool,Jordan Henderson,1,2020,14090,2020-09-12 16:30:00,376607,87,605,,,0.019070299342274666,0.7340000152587891,0.37400001525878906,24,Right Foot,Open Play,Saved Shot
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Liverpool,Mohamed Salah,1,2020,14090,2020-09-12 16:30:00,376602,87,1250,414683,Sadio Mané,0.06855619698762894,0.875,0.34700000762939454,2,Left Foot,Open Play,Blocked Shot
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Liverpool,Mohamed Salah,1,2020,14090,2020-09-12 16:30:00,376603,87,1250,,,0.7611690163612366,0.885,0.5,3,Left Foot,,Goal
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Liverpool,Mohamed Salah,1,2020,14090,2020-09-12 16:30:00,376604,87,1250,414683,Sadio Mané,0.060801200568675995,0.86,0.3220000076293945,6,Left Foot,Open Play,Blocked Shot
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Liverpool,Mohamed Salah,1,2020,14090,2020-09-12 16:30:00,376610,87,1250,,,0.0624270997941494,0.87,0.3920000076293945,32,Left Foot,Set Piece,Goal
ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,Liverpool,Mohamed Salah,1,2020,14090,2020-09-12 16:30:00,376615,87,1250,414674,Trent Alexander-Arnold,0.05803989991545677,0.915,0.40900001525878904,52,Right Foot,From Corner,Blocked Shot
