League,season_id,Team,Player,Season,position,Matches,Minutes,Goals,xG,Non-Penalty Goals,Non-Penalty xG,Assists,xA,Shots,Key Passes,Yellow Cards,Red Cards,xg_chain,xg_buildup
Premier League,2526,Arsenal,Ben White,2025,D,1,72,0,0.0184373389929533,0,0.0184373389929533,0,0.060895293951034546,1,1,0,0,0.20631606876850128,0.14542077481746674
Premier League,2526,Arsenal,Bukayo Saka,2025,F M S,9,690,3,2.747915300540626,2,1.9867464629933238,0,2.530366186052561,17,17,0,0,6.600178673863411,3.775908701121807
Premier League,2526,Arsenal,Christian Nørgaard,2025,S,2,12,0,0.048741746693849564,0,0.048741746693849564,0,0.0,1,0,0,0,0.048741746693849564,0.0
Premier League,2526,Arsenal,Cristhian Mosquera,2025,D S,7,296,0,0.0,0,0.0,0,0.060570258647203445,0,1,0,0,1.7516911327838898,1.6911208629608154
Premier League,2526,Arsenal,David Raya,2025,GK,11,990,0,0.0,0,0.0,0,0.049500007182359695,0,1,1,0,1.7636128067970276,1.714112799614668
Premier League,2526,Arsenal,Declan Rice,2025,M S,11,897,2,1.3127557560801506,2,1.3127557560801506,2,1.4129835236817598,12,18,0,0,5.556522086262703,4.14366452395916
Premier League,2526,Arsenal,Eberechi Eze,2025,F M S,10,727,1,1.4392914567142725,1,1.4392914567142725,2,1.2506554033607244,25,6,0,0,4.477111369371414,2.422083565965295
Premier League,2526,Arsenal,Ethan Nwaneri,2025,S,5,153,0,0.3292111651971936,0,0.3292111651971936,0,0.048408184200525284,6,1,0,0,1.166222719475627,0.9847383946180344
Premier League,2526,Arsenal,Gabriel,2025,D,11,990,1,1.321236215531826,1,1.321236215531826,2,1.7131695747375488,8,4,1,0,3.851910028606653,3.756230864673853
Premier League,2526,Arsenal,Gabriel Martinelli,2025,F S,8,185,1,0.8312334343791008,1,0.8312334343791008,0,0.10601583868265152,5,2,0,0,0.913587212562561,0.1547226905822754
Premier League,2526,Arsenal,Jurriën Timber,2025,D S,11,890,2,1.2776657789945602,2,1.2776657789945602,1,0.9014561558142304,11,13,2,0,4.580724768340588,3.7746276892721653
Premier League,2526,Arsenal,Kai Havertz,2025,S,1,29,0,0.0,0,0.0,0,0.0,0,0,0,0,0.18898457288742065,0.18898457288742065
Premier League,2526,Arsenal,Leandro Trossard,2025,F M S,9,654,2,2.168441753834486,2,2.168441753834486,2,1.1163398958742619,15,9,0,0,4.041639596223831,2.2617880031466484
Premier League,2526,Arsenal,Martin Odegaard,2025,M S,6,193,0,0.16580358520150185,0,0.16580358520150185,1,0.7574908211827278,4,3,0,0,1.2668863274157047,1.0461063385009766
Premier League,2526,Arsenal,Martín Zubimendi,2025,M S,11,949,2,0.5313357580453157,2,0.5313357580453157,1,0.6237730737775564,9,9,2,0,4.304321890696883,3.711247831583023
Premier League,2526,Arsenal,Max Dowman,2025,S,2,24,0,0.15431709215044975,0,0.15431709215044975,0,0.0,3,0,0,0,0.12994308397173882,0.0
Premier League,2526,Arsenal,Mikel Merino,2025,F M S,10,397,1,1.4373040795326233,1,1.4373040795326233,1,0.5563080236315727,5,4,0,0,1.9676095619797707,0.9469901099801064
Premier League,2526,Arsenal,Myles Lewis-Skelly,2025,S,7,68,0,0.0,0,0.0,0,0.0,0,0,1,0,0.06878400593996048,0.06878400593996048
Premier League,2526,Arsenal,Noni Madueke,2025,F S,5,323,0,0.4196033626794815,0,0.4196033626794815,0,0.9843250922858715,5,8,0,0,1.2940840385854244,0.7309239581227303
Premier League,2526,Arsenal,Piero Hincapié,2025,S,2,22,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2526,Arsenal,Riccardo Calafiori,2025,D,11,890,1,2.14164474979043,1,2.14164474979043,2,0.3853544294834137,19,4,3,0,4.440442681312561,3.487583488225937
Premier League,2526,Arsenal,Viktor Gyokeres,2025,F,10,814,4,4.881660208106041,3,4.120491370558739,0,1.207115799188614,20,8,1,0,6.511527366936207,2.001145426183939
Premier League,2526,Arsenal,William Saliba,2025,D S,10,719,0,0.4582015872001648,0,0.4582015872001648,0,0.09533271938562393,2,1,0,0,3.0598233081400394,2.6693376637995243
Premier League,2526,Aston Villa,Amadou Onana,2025,M S,7,508,1,0.13356874510645866,1,0.13356874510645866,0,0.020390674471855164,3,1,2,0,0.6741571202874184,0.54058837890625
Premier League,2526,Aston Villa,Boubacar Kamara,2025,M S,9,648,0,0.21889698039740324,0,0.21889698039740324,2,0.33667964208871126,3,7,3,0,1.0294010899960995,0.8272939287126064
Premier League,2526,Aston Villa,Bradley Burrowes,2025,S,1,12,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Premier League,2526,Aston Villa,Donyell Malen,2025,F M S,11,314,3,1.909611277282238,3,1.909611277282238,0,0.15197200328111649,12,3,0,0,1.6823655143380165,0.16238738223910332
Premier League,2526,Aston Villa,Emiliano Buendía,2025,M S,9,428,3,1.238245657645166,3,1.238245657645166,2,1.1620461903512478,15,9,2,0,1.8525667674839497,0.5036918222904205
Premier League,2526,Aston Villa,Emiliano Martinez,2025,GK,9,810,0,0.0,0,0.0,0,0.0,0,0,1,0,1.167368084192276,1.167368084192276
Premier League,2526,Aston Villa,Evann Guessand,2025,M S,10,428,0,0.6572799533605576,0,0.6572799533605576,0,0.1410169079899788,3,2,0,0,0.647270243614912,0.46417562291026115
Premier League,2526,Aston Villa,Ezri Konsa Ngoyo,2025,D,10,876,0,0.02329982817173004,0,0.02329982817173004,0,0.04962930828332901,1,1,0,1,1.9864863604307175,1.9368570894002914
