join_key,league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,home_goals,away_goals,home_xg,away_xg,is_result,has_data,url,home_team_shortened
2020-09-12_Crystal,ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,1,2020,14087,2020-09-12,78,74,Crystal Palace,Southampton,SOU,CRY,1,0,1.39569,1.26267,True,True,https://understat.com/match/14087,Crystal
2020-09-12_Fulham,ENG-Premier League,2021,2020-09-12 Fulham-Arsenal,1,2020,14086,2020-09-12,228,83,Fulham,Arsenal,ARS,FLH,0,3,0.126327,2.16287,True,True,https://understat.com/match/14086,Fulham
2020-09-12_Liverpool,ENG-Premier League,2021,2020-09-12 Liverpool-Leeds,1,2020,14090,2020-09-12,87,245,Liverpool,Leeds,LED,LIV,4,3,3.15412,0.269813,True,True,https://understat.com/match/14090,Liverpool
2020-09-12_West,ENG-Premier League,2021,2020-09-12 West Ham-Newcastle United,1,2020,14091,2020-09-12,81,86,West Ham,Newcastle United,NEW,WHU,0,2,0.861445,1.65911,True,True,https://understat.com/match/14091,West
2020-09-13_Tottenham,ENG-Premier League,2021,2020-09-13 Tottenham-Everton,1,2020,14093,2020-09-13,82,72,Tottenham,Everton,EVE,TOT,0,1,0.822944,1.26793,True,True,https://understat.com/match/14093,Tottenham
2020-09-13_West,ENG-Premier League,2021,2020-09-13 West Bromwich Albion-Leicester,1,2020,14092,2020-09-13,76,75,West Bromwich Albion,Leicester,LEI,WBA,0,3,0.352997,2.95581,True,True,https://understat.com/match/14092,West
2020-09-14_Brighton,ENG-Premier League,2021,2020-09-14 Brighton-Chelsea,1,2020,14095,2020-09-14,220,80,Brighton,Chelsea,CHE,BRI,1,3,1.44281,1.27062,True,True,https://understat.com/match/14095,Brighton
2020-09-14_Sheffield,ENG-Premier League,2021,2020-09-14 Sheffield United-Wolverhampton Wanderers,1,2020,14094,2020-09-14,238,229,Sheffield United,Wolverhampton Wanderers,WOL,SHE,0,2,0.949316,1.61307,True,True,https://understat.com/match/14094,Sheffield
2020-09-19_Arsenal,ENG-Premier League,2021,2020-09-19 Arsenal-West Ham,1,2020,14099,2020-09-19,83,81,Arsenal,West Ham,WHU,ARS,2,1,1.32902,2.06377,True,True,https://understat.com/match/14099,Arsenal
2020-09-19_Everton,ENG-Premier League,2021,2020-09-19 Everton-West Bromwich Albion,1,2020,14096,2020-09-19,72,76,Everton,West Bromwich Albion,WBA,EVE,5,2,4.16254,0.315347,True,True,https://understat.com/match/14096,Everton
2020-09-19_Leeds,ENG-Premier League,2021,2020-09-19 Leeds-Fulham,1,2020,14097,2020-09-19,245,228,Leeds,Fulham,FLH,LED,4,3,1.45254,1.55503,True,True,https://understat.com/match/14097,Leeds
