join_key,league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,home_goals,away_goals,home_xg,away_xg,is_result,has_data,url,home_team_shortened
2019-08-09_Liverpool,ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,1,2019,11643,2019-08-09,87,79,Liverpool,Norwich,NOR,LIV,4,1,2.23456,0.842407,True,True,https://understat.com/match/11643,Liverpool
2019-08-10_Bournemouth,ENG-Premier League,1920,2019-08-10 Bournemouth-Sheffield United,1,2019,11645,2019-08-10,73,238,Bournemouth,Sheffield United,SHE,BOU,1,1,1.34099,1.59864,True,True,https://understat.com/match/11645,Bournemouth
2019-08-10_Burnley,ENG-Premier League,1920,2019-08-10 Burnley-Southampton,1,2019,11646,2019-08-10,92,74,Burnley,Southampton,SOU,BUR,3,0,0.909241,1.08752,True,True,https://understat.com/match/11646,Burnley
2019-08-10_Crystal,ENG-Premier League,1920,2019-08-10 Crystal Palace-Everton,1,2019,11647,2019-08-10,78,72,Crystal Palace,Everton,EVE,CRY,0,0,0.87159,1.2246,True,True,https://understat.com/match/11647,Crystal
2019-08-10_Tottenham,ENG-Premier League,1920,2019-08-10 Tottenham-Aston Villa,1,2019,11649,2019-08-10,82,71,Tottenham,Aston Villa,AVL,TOT,3,1,2.57262,0.639599,True,True,https://understat.com/match/11649,Tottenham
2019-08-10_Watford,ENG-Premier League,1920,2019-08-10 Watford-Brighton,1,2019,11648,2019-08-10,90,220,Watford,Brighton,BRI,WAT,0,3,0.670022,0.855516,True,True,https://understat.com/match/11648,Watford
2019-08-10_West,ENG-Premier League,1920,2019-08-10 West Ham-Manchester City,1,2019,11644,2019-08-10,81,88,West Ham,Manchester City,MCI,WHU,0,5,1.2003,3.18377,True,True,https://understat.com/match/11644,West
2019-08-11_Leicester,ENG-Premier League,1920,2019-08-11 Leicester-Wolverhampton Wanderers,1,2019,11651,2019-08-11,75,229,Leicester,Wolverhampton Wanderers,WOL,LEI,0,0,0.543759,0.812949,True,True,https://understat.com/match/11651,Leicester
2019-08-11_Manchester,ENG-Premier League,1920,2019-08-11 Manchester United-Chelsea,1,2019,11652,2019-08-11,89,80,Manchester United,Chelsea,CHE,MUN,4,0,2.37442,1.09534,True,True,https://understat.com/match/11652,Manchester
2019-08-11_Newcastle,ENG-Premier League,1920,2019-08-11 Newcastle United-Arsenal,1,2019,11650,2019-08-11,86,83,Newcastle United,Arsenal,ARS,NEW,0,1,0.380551,1.13309,True,True,https://understat.com/match/11650,Newcastle
2019-08-17_Arsenal,ENG-Premier League,1920,2019-08-17 Arsenal-Burnley,1,2019,11653,2019-08-17,83,92,Arsenal,Burnley,BUR,ARS,2,1,1.1644,1.39172,True,True,https://understat.com/match/11653,Arsenal
2019-08-17_Aston,ENG-Premier League,1920,2019-08-17 Aston Villa-Bournemouth,1,2019,11654,2019-08-17,71,73,Aston Villa,Bournemouth,BOU,AVL,1,2,1.65069,1.62777,True,True,https://understat.com/match/11654,Aston
2019-08-17_Brighton,ENG-Premier League,1920,2019-08-17 Brighton-West Ham,1,2019,11655,2019-08-17,220,81,Brighton,West Ham,WHU,BRI,1,1,2.40461,1.00856,True,True,https://understat.com/match/11655,Brighton
2019-08-17_Everton,ENG-Premier League,1920,2019-08-17 Everton-Watford,1,2019,11656,2019-08-17,72,90,Everton,Watford,WAT,EVE,1,0,0.832913,1.17279,True,True,https://understat.com/match/11656,Everton
2019-08-17_Manchester,ENG-Premier League,1920,2019-08-17 Manchester City-Tottenham,1,2019,11659,2019-08-17,88,82,Manchester City,Tottenham,TOT,MCI,2,2,3.20076,0.074542,True,True,https://understat.com/match/11659,Manchester
2019-08-17_Norwich,ENG-Premier League,1920,2019-08-17 Norwich-Newcastle United,1,2019,11657,2019-08-17,79,86,Norwich,Newcastle United,NEW,NOR,3,1,2.09572,0.920429,True,True,https://understat.com/match/11657,Norwich
2019-08-17_Southampton,ENG-Premier League,1920,2019-08-17 Southampton-Liverpool,1,2019,11658,2019-08-17,74,87,Southampton,Liverpool,LIV,SOU,1,2,2.14047,1.52022,True,True,https://understat.com/match/11658,Southampton
2019-08-18_Chelsea,ENG-Premier League,1920,2019-08-18 Chelsea-Leicester,1,2019,11661,2019-08-18,80,75,Chelsea,Leicester,LEI,CHE,1,1,1.22629,0.947941,True,True,https://understat.com/match/11661,Chelsea
2019-08-18_Sheffield,ENG-Premier League,1920,2019-08-18 Sheffield United-Crystal Palace,1,2019,11660,2019-08-18,238,78,Sheffield United,Crystal Palace,CRY,SHE,1,0,1.84778,0.241912,True,True,https://understat.com/match/11660,Sheffield
2019-08-19_Wolverhampton,ENG-Premier League,1920,2019-08-19 Wolverhampton Wanderers-Manchester United,1,2019,11662,2019-08-19,229,89,Wolverhampton Wanderers,Manchester United,MUN,WOL,1,1,0.307356,1.14332,True,True,https://understat.com/match/11662,Wolverhampton
2019-08-23_Aston,ENG-Premier League,1920,2019-08-23 Aston Villa-Everton,1,2019,11663,2019-08-23,71,72,Aston Villa,Everton,EVE,AVL,2,0,0.855926,1.25668,True,True,https://understat.com/match/11663,Aston
2019-08-24_Brighton,ENG-Premier League,1920,2019-08-24 Brighton-Southampton,1,2019,11666,2019-08-24,220,74,Brighton,Southampton,SOU,BRI,0,2,0.997711,2.07795,True,True,https://understat.com/match/11666,Brighton
2019-08-24_Liverpool,ENG-Premier League,1920,2019-08-24 Liverpool-Arsenal,1,2019,11670,2019-08-24,87,83,Liverpool,Arsenal,ARS,LIV,3,1,2.78821,0.985542,True,True,https://understat.com/match/11670,Liverpool
2019-08-24_Manchester,ENG-Premier League,1920,2019-08-24 Manchester United-Crystal Palace,1,2019,11669,2019-08-24,89,78,Manchester United,Crystal Palace,CRY,MUN,1,2,2.23561,0.676993,True,True,https://understat.com/match/11669,Manchester
2019-08-24_Norwich,ENG-Premier League,1920,2019-08-24 Norwich-Chelsea,1,2019,11664,2019-08-24,79,80,Norwich,Chelsea,CHE,NOR,2,3,1.07904,1.89428,True,True,https://understat.com/match/11664,Norwich
2019-08-24_Sheffield,ENG-Premier League,1920,2019-08-24 Sheffield United-Leicester,1,2019,11665,2019-08-24,238,75,Sheffield United,Leicester,LEI,SHE,1,2,0.654318,0.704879,True,True,https://understat.com/match/11665,Sheffield
2019-08-24_Watford,ENG-Premier League,1920,2019-08-24 Watford-West Ham,1,2019,11667,2019-08-24,90,81,Watford,West Ham,WHU,WAT,1,3,2.29348,3.45768,True,True,https://understat.com/match/11667,Watford
2019-08-25_Bournemouth,ENG-Premier League,1920,2019-08-25 Bournemouth-Manchester City,1,2019,11671,2019-08-25,73,88,Bournemouth,Manchester City,MCI,BOU,1,3,1.89345,3.12856,True,True,https://understat.com/match/11671,Bournemouth
2019-08-25_Tottenham,ENG-Premier League,1920,2019-08-25 Tottenham-Newcastle United,1,2019,11672,2019-08-25,82,86,Tottenham,Newcastle United,NEW,TOT,0,1,1.25927,0.51428,True,True,https://understat.com/match/11672,Tottenham
