league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
ENG-Premier League,2526,Arsenal,Ben White,1,2025,83,7298,D,1,72,0,0.0184373389929533,0,0.0184373389929533,0,0.060895293951034546,1,1,0,0,0.20631606876850128,0.14542077481746674
ENG-Premier League,2526,Arsenal,Bukayo Saka,1,2025,83,7322,F M S,7,510,2,1.4883502749726176,1,0.7271814374253154,0,1.5864935107529163,12,13,0,0,3.5659644156694412,2.552353136241436
ENG-Premier League,2526,Arsenal,Christian Nørgaard,1,2025,83,7083,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,2526,Arsenal,Cristhian Mosquera,1,2025,83,10024,D S,6,295,0,0.0,0,0.0,0,0.060570258647203445,0,1,0,0,1.3589121103286743,1.2983418405056
ENG-Premier League,2526,Arsenal,David Raya,1,2025,83,9676,GK,9,810,0,0.0,0,0.0,0,0.049500007182359695,0,1,1,0,1.5414752066135406,1.491975199431181
ENG-Premier League,2526,Arsenal,Declan Rice,1,2025,83,5553,M S,9,717,1,0.7239467203617096,1,0.7239467203617096,2,1.3198527544736862,8,16,0,0,3.469031646847725,2.640889450907707
ENG-Premier League,2526,Arsenal,Eberechi Eze,1,2025,83,8706,F M S,8,563,1,1.0399520564824343,1,1.0399520564824343,2,1.2227466478943825,20,5,0,0,3.1376568377017975,1.481968441978097
ENG-Premier League,2526,Arsenal,Ethan Nwaneri,1,2025,83,11132,S,4,137,0,0.3022662913426757,0,0.3022662913426757,0,0.048408184200525284,5,1,0,0,1.139277845621109,0.9847383946180344
ENG-Premier League,2526,Arsenal,Gabriel,1,2025,83,5613,D,9,810,1,1.321236215531826,1,1.321236215531826,1,0.9807458519935608,8,2,0,0,3.1373044587671757,3.1162543036043644
ENG-Premier League,2526,Arsenal,Gabriel Martinelli,1,2025,83,7752,F S,8,185,1,0.8312334343791008,1,0.8312334343791008,0,0.10601583868265152,5,2,0,0,0.913587212562561,0.1547226905822754
ENG-Premier League,2526,Arsenal,Jurriën Timber,1,2025,83,11707,D S,9,710,2,1.1508328169584274,2,1.1508328169584274,1,0.9014561558142304,9,13,2,0,3.826550357043743,3.0651557482779026
ENG-Premier League,2526,Arsenal,Kai Havertz,1,2025,83,5220,S,1,29,0,0.0,0,0.0,0,0.0,0,0,0,0,0.18898457288742065,0.18898457288742065
ENG-Premier League,2526,Arsenal,Leandro Trossard,1,2025,83,7698,F M S,7,474,1,1.9650606513023376,1,1.9650606513023376,1,0.3816480077803135,12,6,0,0,2.2152978479862213,1.2628574967384338
ENG-Premier League,2526,Arsenal,Martin Odegaard,1,2025,83,2517,M S,6,193,0,0.16580358520150185,0,0.16580358520150185,1,0.7574908211827278,4,3,0,0,1.2668863274157047,1.0461063385009766
