league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
ENG-Premier League,1617,Arsenal,Aaron Ramsey,1,2016,83,504,M S,23,1212,1,3.50575712043792,1,3.50575712043792,4,4.432390306144953,42,23,3,0,11.132133066654205,5.294310482218862
ENG-Premier League,1617,Arsenal,Ainsley Maitland-Niles,1,2016,83,1750,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,1617,Arsenal,Alex Iwobi,1,2016,83,500,M S,26,1471,3,3.227379996329546,3,3.227379996329546,3,2.2150607239454985,39,26,1,0,9.353172458708286,5.631796456873417
ENG-Premier League,1617,Arsenal,Alex Oxlade-Chamberlain,1,2016,83,966,M S,29,1564,2,2.440088886767626,2,2.440088886767626,7,4.469723431393504,28,32,1,0,10.298072082921863,5.440289983525872
ENG-Premier League,1617,Arsenal,Alexis Sánchez,1,2016,83,498,F M S,38,3233,24,17.724455885589123,22,15.440943889319897,10,8.988114705309272,129,78,6,0,27.14119878038764,9.086725620552897
ENG-Premier League,1617,Arsenal,Calum Chambers,1,2016,83,508,D,25,2250,2,0.8403274239972234,2,0.8403274239972234,1,0.6078136097639799,8,6,4,0,3.606951931491494,3.128462452441454
ENG-Premier League,1617,Arsenal,Carl Jenkinson,1,2016,83,938,D,1,84,0,0.0,0,0.0,0,0.0,0,0,0,0,0.012359900400042534,0.012359900400042534
ENG-Premier League,1617,Arsenal,Danny Welbeck,1,2016,83,501,F M S,16,743,2,3.4654518999159336,2,3.4654518999159336,2,1.1594071947038174,19,5,0,0,4.500693671405315,0.6830954924225807
ENG-Premier League,1617,Arsenal,David Ospina,1,2016,83,505,GK S,2,143,0,0.0,0,0.0,0,0.0,0,0,0,0,0.02810630016028881,0.02810630016028881
ENG-Premier League,1617,Arsenal,Emiliano Martinez,1,2016,83,4401,GK,2,180,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1645912043750286,0.1645912043750286
ENG-Premier League,1617,Arsenal,Francis Coquelin,1,2016,83,497,M S,29,1799,0,0.7722077909857035,0,0.7722077909857035,0,0.6728747999295592,14,15,5,0,9.351144429296255,8.483365919440985
ENG-Premier League,1617,Arsenal,Gabriel,1,2016,83,493,D S,19,1517,0,0.3913955921307206,0,0.3913955921307206,0,0.26944350078701973,9,4,6,0,3.9498982802033424,3.6454091742634773
ENG-Premier League,1617,Arsenal,Granit Xhaka,1,2016,83,204,M S,32,2492,2,0.9050186015665531,2,0.9050186015665531,2,2.115309687331319,34,35,5,2,13.469469396397471,12.100475447252393
ENG-Premier League,1617,Arsenal,Héctor Bellerín,1,2016,83,492,D M S,33,2496,1,2.2728806994855404,1,2.2728806994855404,4,3.5707100834697485,22,28,4,0,12.358971258625388,7.489948648959398
ENG-Premier League,1617,Arsenal,Jack Wilshere,1,2016,83,1036,M S,29,1955,0,2.1664469931274652,0,2.1664469931274652,2,2.823251873254776,27,34,4,0,8.226208571344614,4.711440493352711
ENG-Premier League,1617,Arsenal,Kieran Gibbs,1,2016,83,545,D M S,11,701,0,0.32781399972736835,0,0.32781399972736835,1,0.6635113917291164,5,10,3,0,2.3076071366667747,1.573708064854145
ENG-Premier League,1617,Arsenal,Laurent Koscielny,1,2016,83,494,D,33,2828,2,1.3298050742596388,2,1.3298050742596388,0,0.1977356020361185,9,3,4,1,7.749732313677669,7.706238312646747
ENG-Premier League,1617,Arsenal,Lucas Pérez,1,2016,83,1700,F M S,11,254,1,0.9380822032690048,1,0.9380822032690048,0,0.5734851062297821,9,7,0,0,2.2173371985554695,0.9818734973669052
ENG-Premier League,1617,Arsenal,Mathieu Debuchy,1,2016,83,967,D,1,15,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,1617,Arsenal,Mesut Özil,1,2016,83,499,M S,33,2856,8,5.606561478227377,8,5.606561478227377,9,8.070462390780449,40,100,2,0,22.84276197478175,14.728370394557714
ENG-Premier League,1617,Arsenal,Mohamed Elneny,1,2016,83,496,M S,14,693,0,0.5528803020715714,0,0.5528803020715714,1,0.1320842020213604,15,4,1,0,2.462577788159251,2.088330280035734
ENG-Premier League,1617,Arsenal,Nacho Monreal,1,2016,83,495,D M S,36,3152,0,1.1331041110679507,0,1.1331041110679507,2,1.9305520094931126,12,12,5,0,11.072828330099583,9.217105515301228
ENG-Premier League,1617,Arsenal,Olivier Giroud,1,2016,83,502,F S,29,1170,12,6.999083910137415,12,6.999083910137415,3,2.0118066053837538,39,17,2,0,9.583846874535084,1.8246379978954792
ENG-Premier League,1617,Arsenal,Per Mertesacker,1,2016,83,507,S,1,35,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,1617,Arsenal,Petr Cech,1,2016,83,491,GK,35,3097,0,0.0,0,0.0,0,0.0,0,0,2,0,5.055632218718529,5.055632218718529
ENG-Premier League,1617,Arsenal,Rob Holding,1,2016,83,1749,D,9,810,0,0.5570453740656376,0,0.5570453740656376,0,0.10546769946813583,5,3,3,0,2.7223821710795164,2.608095182105899
ENG-Premier League,1617,Arsenal,Santiago Cazorla,1,2016,83,965,M S,8,621,2,1.6693916991353035,0,0.14705369994044304,2,0.8027662038803101,8,10,2,0,3.2815439254045486,2.7705690264701843
ENG-Premier League,1617,Arsenal,Shkodran Mustafi,1,2016,83,1699,D,26,2274,2,1.1007174905389547,2,1.1007174905389547,2,0.9719927944242954,24,9,11,0,8.296248443424702,8.043822031468153
ENG-Premier League,1617,Arsenal,Theo Walcott,1,2016,83,503,F M S,28,1944,10,9.901477228850126,10,9.140307921916246,2,2.5256067672744393,62,13,1,0,11.123216319829226,2.42395200766623
ENG-Premier League,1617,Bournemouth,Adam Federici,1,2016,73,469,GK,2,180,0,0.0,0,0.0,0,0.0,0,0,1,0,0.4264579862356186,0.4264579862356186
ENG-Premier League,1617,Bournemouth,Adam Smith,1,2016,73,825,D M S,36,3094,1,1.389054604806006,1,1.389054604806006,5,4.811003897339106,26,30,6,0,10.946810204535723,7.341879336163402
ENG-Premier League,1617,Bournemouth,Andrew Surman,1,2016,73,460,M S,22,1803,0,0.5123748127371073,0,0.5123748127371073,1,0.43586469255387783,8,11,1,1,5.605382360517979,5.298719773069024
ENG-Premier League,1617,Bournemouth,Artur Boruc,1,2016,73,455,GK,35,3150,0,0.0,0,0.0,0,0.022906100377440453,0,1,2,0,2.6897914987057447,2.666885493323207
ENG-Premier League,1617,Bournemouth,Baily Cargill,1,2016,73,976,S,1,8,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,1617,Bournemouth,Benik Afobe,1,2016,73,826,F S,31,1436,6,8.921731073409319,6,8.160559136420488,3,1.8278376227244735,39,23,1,0,8.775064839050174,1.2637336254119873
ENG-Premier League,1617,Bournemouth,Brad Smith,1,2016,73,477,D S,5,274,0,0.090692900121212,0,0.090692900121212,0,0.0748870000243187,2,2,1,0,0.9219538122415543,0.847066804766655
ENG-Premier League,1617,Bournemouth,Callum Wilson,1,2016,73,468,F S,20,1382,6,5.36559328250587,3,3.0820868369191885,0,0.5500716008245945,31,8,0,0,4.324739621952176,0.8914686851203442
ENG-Premier League,1617,Bournemouth,Charlie Daniels,1,2016,73,459,D,34,3060,4,1.6076873922720551,4,1.6076873922720551,3,2.1656230110675097,19,29,1,0,9.365667060017586,7.032921178266406
ENG-Premier League,1617,Bournemouth,Dan Gosling,1,2016,73,462,M S,27,1336,2,1.4571681842207909,2,1.4571681842207909,0,0.7769592925906181,16,10,6,0,5.838790667243302,4.33312859851867
ENG-Premier League,1617,Bournemouth,Harry Arter,1,2016,73,881,M S,35,2963,1,3.2334471782669425,1,2.4722785903140903,4,2.1219808543100953,54,32,11,1,12.483044397085905,9.375528384931386
ENG-Premier League,1617,Bournemouth,Jordon Ibe,1,2016,73,481,F M S,25,1067,0,0.8431019950658083,0,0.8431019950658083,0,1.0524157071486115,15,18,0,0,3.201797315850854,1.8253067899495363
ENG-Premier League,1617,Bournemouth,Joshua King,1,2016,73,465,F M S,36,2734,16,10.911748604848981,14,8.62825040332973,2,2.409231800585985,67,30,1,0,12.561983089894056,3.4120459305122495
ENG-Premier League,1617,Bournemouth,Junior Stanislas,1,2016,73,463,M S,21,1489,7,4.84797247685492,5,3.3256304506212473,5,3.8548494363203645,43,22,1,0,7.382436146959662,4.268493261188269
ENG-Premier League,1617,Bournemouth,Lewis Cook,1,2016,73,1789,M S,6,432,0,0.10003440082073212,0,0.10003440082073212,2,0.4739302061498165,5,6,1,0,2.2568760849535465,1.7665081061422825
ENG-Premier League,1617,Bournemouth,Lewis Grabban,1,2016,73,467,S,3,51,0,0.07449609786272049,0,0.07449609786272049,1,0.08925840258598328,1,1,0,0,0.3032284080982208,0.13947400450706482
ENG-Premier League,1617,Bournemouth,Lys Mousset,1,2016,73,1748,F S,11,254,0,1.5235898848623037,0,1.5235898848623037,0,0.08857709914445877,10,3,0,0,2.5133804231882095,1.0303764343261719
ENG-Premier League,1617,Bournemouth,Marc Pugh,1,2016,73,466,D M S,21,1345,2,1.6018412858247757,2,1.6018412858247757,2,1.878648228943348,18,19,1,0,4.169176809489727,2.3521924018859863
ENG-Premier League,1617,Bournemouth,Matt Worthington,1,2016,73,5601,S,1,14,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,1617,Bournemouth,Max Gradel,1,2016,73,464,S,11,107,0,0.2880242057144642,0,0.2880242057144642,0,0.138032004237175,5,1,3,0,0.459123607724905,0.09115229919552803
ENG-Premier League,1617,Bournemouth,Nathan Aké,1,2016,73,579,D S,12,826,3,2.1903573852032423,3,2.1903573852032423,1,1.0062817707657814,7,4,1,0,4.4379116259515285,2.8812461756169796
ENG-Premier League,1617,Bournemouth,Ryan Allsop,1,2016,73,1050,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
ENG-Premier League,1617,Bournemouth,Ryan Fraser,1,2016,73,1683,D M S,28,1774,3,2.1123162023723125,3,2.1123162023723125,5,3.622358724474907,24,32,3,0,6.436733680777252,2.6309686079621315
ENG-Premier League,1617,Bournemouth,Simon Francis,1,2016,73,456,D,34,2945,0,0.1653731008991599,0,0.1653731008991599,1,1.5683694994077086,7,19,4,1,7.803949223831296,7.317913267761469
ENG-Premier League,1617,Bournemouth,Steve Cook,1,2016,73,458,D,38,3420,2,1.654715915210545,2,1.654715915210545,0,0.4837766960263252,29,3,5,0,6.486318210139871,6.173630646429956
ENG-Premier League,1617,Bournemouth,Tyrone Mings,1,2016,73,1024,D S,7,511,0,0.03313929960131645,0,0.03313929960131645,0,0.26110199093818665,1,1,0,0,0.8464078903198242,0.5853060930967331
ENG-Premier League,1617,Burnley,Aiden O'Neill,1,2016,92,1662,S,3,83,0,0.058964598923921585,0,0.058964598923921585,0,0.0,1,0,0,0,0.058964598923921585,0.0
ENG-Premier League,1617,Burnley,Andre Gray,1,2016,92,1660,F S,32,2279,9,7.564629638567567,7,6.0422916654497385,3,1.471580351702869,47,19,2,0,7.8198596918955445,2.1058946326375008
ENG-Premier League,1617,Burnley,Ashley Barnes,1,2016,92,4422,F S,28,1788,6,6.592154681682587,4,5.069816034287214,2,2.3875336069613695,44,21,6,1,6.558956136927009,0.5661483881995082
ENG-Premier League,1617,Burnley,Ashley Westwood,1,2016,92,669,M S,9,549,0,0.031774599105119705,0,0.031774599105119705,0,0.1513935998082161,2,5,3,0,0.825775496661663,0.7060893941670656
ENG-Premier League,1617,Burnley,Ben Mee,1,2016,92,1654,D,34,3018,1,0.8950457377359271,1,0.8950457377359271,0,0.23173459619283676,16,6,5,0,2.8267309926450253,2.772047591395676
ENG-Premier League,1617,Burnley,Daniel Agyei,1,2016,92,5563,S,3,20,0,0.0976220965385437,0,0.0976220965385437,0,0.0,2,0,0,0,0.0976220965385437,0.0
ENG-Premier League,1617,Burnley,David Jones,1,2016,92,1787,M,1,88,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0
ENG-Premier League,1617,Burnley,Dean Marney,1,2016,92,1658,M,21,1779,1,0.2687266506254673,1,0.2687266506254673,2,0.5393413184210658,12,5,7,0,1.7469457797706127,1.4832411967217922
ENG-Premier League,1617,Burnley,George Boyd,1,2016,92,1656,M S,36,2866,2,1.4767534052953124,2,1.4767534052953124,1,2.1451754877343774,34,17,3,0,4.605845753103495,1.8933543134480715
ENG-Premier League,1617,Burnley,James Tarkowski,1,2016,92,1665,D S,19,536,0,0.6106175947934389,0,0.6106175947934389,0,0.37224411219358444,5,4,1,0,0.6365039981901646,0.4274322986602783
ENG-Premier League,1617,Burnley,Jeff Hendrick,1,2016,92,1746,M S,32,2698,2,1.3130618361756206,2,1.3130618361756206,1,0.653957792557776,31,13,6,1,2.7778089232742786,1.8422746006399393
ENG-Premier League,1617,Burnley,Joey Barton,1,2016,92,4430,M S,14,1104,1,0.41184460185468197,1,0.41184460185468197,0,0.6195554044097662,12,8,4,0,2.629542449489236,2.048955015838146
ENG-Premier League,1617,Burnley,Johann Berg Gudmundsson,1,2016,92,1663,M S,20,988,1,0.6135827992111444,1,0.6135827992111444,2,1.21002347022295,17,15,1,0,1.5712092882022262,0.46364149544388056
ENG-Premier League,1617,Burnley,Jon Flanagan,1,2016,92,490,D S,6,360,0,0.0,0,0.0,0,0.056005001068115234,0,1,2,0,0.43232761323451996,0.37632259726524353
