join_key,league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,home_goals,away_goals,home_xg,away_xg,is_result,has_data,url,home_team_shortened
2015-08-08_Bournemouth,ENG-Premier League,1516,2015-08-08 Bournemouth-Aston Villa,1,2015,82,2015-08-08,73,71,Bournemouth,Aston Villa,AVL,BOU,0,1,0.876106,0.782253,True,True,https://understat.com/match/82,Bournemouth
2015-08-08_Chelsea,ENG-Premier League,1516,2015-08-08 Chelsea-Swansea,1,2015,86,2015-08-08,80,84,Chelsea,Swansea,SWA,CHE,2,2,0.64396,2.59203,True,True,https://understat.com/match/86,Chelsea
2015-08-08_Everton,ENG-Premier League,1516,2015-08-08 Everton-Watford,1,2015,83,2015-08-08,72,90,Everton,Watford,WAT,EVE,2,2,0.604226,0.557892,True,True,https://understat.com/match/83,Everton
2015-08-08_Leicester,ENG-Premier League,1516,2015-08-08 Leicester-Sunderland,1,2015,84,2015-08-08,75,77,Leicester,Sunderland,SUN,LEI,4,2,2.56803,1.45946,True,True,https://understat.com/match/84,Leicester
2015-08-08_Manchester,ENG-Premier League,1516,2015-08-08 Manchester United-Tottenham,1,2015,81,2015-08-08,89,82,Manchester United,Tottenham,TOT,MUN,1,0,0.627539,0.6746,True,True,https://understat.com/match/81,Manchester
2015-08-08_Norwich,ENG-Premier League,1516,2015-08-08 Norwich-Crystal Palace,1,2015,85,2015-08-08,79,78,Norwich,Crystal Palace,CRY,NOR,1,3,1.13076,2.10975,True,True,https://understat.com/match/85,Norwich
2015-08-09_Arsenal,ENG-Premier League,1516,2015-08-09 Arsenal-West Ham,1,2015,88,2015-08-09,83,81,Arsenal,West Ham,WHU,ARS,0,2,1.33166,0.535961,True,True,https://understat.com/match/88,Arsenal
2015-08-09_Newcastle,ENG-Premier League,1516,2015-08-09 Newcastle United-Southampton,1,2015,87,2015-08-09,86,74,Newcastle United,Southampton,SOU,NEW,2,2,1.54613,1.2529,True,True,https://understat.com/match/87,Newcastle
2015-08-09_Stoke,ENG-Premier League,1516,2015-08-09 Stoke-Liverpool,1,2015,89,2015-08-09,85,87,Stoke,Liverpool,LIV,STO,0,1,0.381274,0.329873,True,True,https://understat.com/match/89,Stoke
2015-08-10_West,ENG-Premier League,1516,2015-08-10 West Bromwich Albion-Manchester City,1,2015,90,2015-08-10,76,88,West Bromwich Albion,Manchester City,MCI,WBA,0,3,0.435238,1.9242,True,True,https://understat.com/match/90,West
2015-08-14_Aston,ENG-Premier League,1516,2015-08-14 Aston Villa-Manchester United,1,2015,91,2015-08-14,71,89,Aston Villa,Manchester United,MUN,AVL,0,1,0.219118,0.660404,True,True,https://understat.com/match/91,Aston
2015-08-15_Southampton,ENG-Premier League,1516,2015-08-15 Southampton-Everton,1,2015,92,2015-08-15,74,72,Southampton,Everton,EVE,SOU,0,3,1.06214,1.39628,True,True,https://understat.com/match/92,Southampton
2015-08-15_Sunderland,ENG-Premier League,1516,2015-08-15 Sunderland-Norwich,1,2015,93,2015-08-15,77,79,Sunderland,Norwich,NOR,SUN,1,3,0.329128,1.71686,True,True,https://understat.com/match/93,Sunderland
2015-08-15_Swansea,ENG-Premier League,1516,2015-08-15 Swansea-Newcastle United,1,2015,94,2015-08-15,84,86,Swansea,Newcastle United,NEW,SWA,2,0,1.97424,0.113109,True,True,https://understat.com/match/94,Swansea
2015-08-15_Tottenham,ENG-Premier League,1516,2015-08-15 Tottenham-Stoke,1,2015,95,2015-08-15,82,85,Tottenham,Stoke,STO,TOT,2,2,1.70614,2.80956,True,True,https://understat.com/match/95,Tottenham
2015-08-15_Watford,ENG-Premier League,1516,2015-08-15 Watford-West Bromwich Albion,1,2015,96,2015-08-15,90,76,Watford,West Bromwich Albion,WBA,WAT,0,0,0.760848,0.684036,True,True,https://understat.com/match/96,Watford
2015-08-15_West,ENG-Premier League,1516,2015-08-15 West Ham-Leicester,1,2015,97,2015-08-15,81,75,West Ham,Leicester,LEI,WHU,1,2,0.513491,1.80939,True,True,https://understat.com/match/97,West
2015-08-16_Crystal,ENG-Premier League,1516,2015-08-16 Crystal Palace-Arsenal,1,2015,98,2015-08-16,78,83,Crystal Palace,Arsenal,ARS,CRY,1,2,0.964134,2.05542,True,True,https://understat.com/match/98,Crystal
2015-08-16_Manchester,ENG-Premier League,1516,2015-08-16 Manchester City-Chelsea,1,2015,99,2015-08-16,88,80,Manchester City,Chelsea,CHE,MCI,3,0,2.18579,0.482423,True,True,https://understat.com/match/99,Manchester
2015-08-17_Liverpool,ENG-Premier League,1516,2015-08-17 Liverpool-Bournemouth,1,2015,100,2015-08-17,87,73,Liverpool,Bournemouth,BOU,LIV,1,0,2.15062,0.460805,True,True,https://understat.com/match/100,Liverpool
2015-08-22_Crystal,ENG-Premier League,1516,2015-08-22 Crystal Palace-Aston Villa,1,2015,104,2015-08-22,78,71,Crystal Palace,Aston Villa,AVL,CRY,2,1,1.23807,0.765278,True,True,https://understat.com/match/104,Crystal
2015-08-22_Leicester,ENG-Premier League,1516,2015-08-22 Leicester-Tottenham,1,2015,105,2015-08-22,75,82,Leicester,Tottenham,TOT,LEI,1,1,0.829012,1.89437,True,True,https://understat.com/match/105,Leicester
2015-08-22_Manchester,ENG-Premier League,1516,2015-08-22 Manchester United-Newcastle United,1,2015,101,2015-08-22,89,86,Manchester United,Newcastle United,NEW,MUN,0,0,1.2491,0.4384,True,True,https://understat.com/match/101,Manchester
2015-08-22_Norwich,ENG-Premier League,1516,2015-08-22 Norwich-Stoke,1,2015,102,2015-08-22,79,85,Norwich,Stoke,STO,NOR,1,1,3.14888,0.698228,True,True,https://understat.com/match/102,Norwich
2015-08-22_Sunderland,ENG-Premier League,1516,2015-08-22 Sunderland-Swansea,1,2015,103,2015-08-22,77,84,Sunderland,Swansea,SWA,SUN,1,1,0.569426,1.56064,True,True,https://understat.com/match/103,Sunderland
2015-08-22_West,ENG-Premier League,1516,2015-08-22 West Ham-Bournemouth,1,2015,106,2015-08-22,81,73,West Ham,Bournemouth,BOU,WHU,3,4,1.50203,2.8554,True,True,https://understat.com/match/106,West
2015-08-23_Everton,ENG-Premier League,1516,2015-08-23 Everton-Manchester City,1,2015,108,2015-08-23,72,88,Everton,Manchester City,MCI,EVE,0,2,0.579338,1.57983,True,True,https://understat.com/match/108,Everton
2015-08-23_Watford,ENG-Premier League,1516,2015-08-23 Watford-Southampton,1,2015,109,2015-08-23,90,74,Watford,Southampton,SOU,WAT,0,0,1.17588,0.68359,True,True,https://understat.com/match/109,Watford
2015-08-23_West,ENG-Premier League,1516,2015-08-23 West Bromwich Albion-Chelsea,1,2015,107,2015-08-23,76,80,West Bromwich Albion,Chelsea,CHE,WBA,2,3,1.42622,2.02778,True,True,https://understat.com/match/107,West
2015-08-24_Arsenal,ENG-Premier League,1516,2015-08-24 Arsenal-Liverpool,1,2015,110,2015-08-24,83,87,Arsenal,Liverpool,LIV,ARS,0,0,1.83755,1.29206,True,True,https://understat.com/match/110,Arsenal
2015-08-29_Aston,ENG-Premier League,1516,2015-08-29 Aston Villa-Sunderland,1,2015,113,2015-08-29,71,77,Aston Villa,Sunderland,SUN,AVL,2,2,2.27406,0.368848,True,True,https://understat.com/match/113,Aston
2015-08-29_Bournemouth,ENG-Premier League,1516,2015-08-29 Bournemouth-Leicester,1,2015,114,2015-08-29,73,75,Bournemouth,Leicester,LEI,BOU,1,1,0.321432,0.919097,True,True,https://understat.com/match/114,Bournemouth
