league,season,game,team,player,league_id,season_id,game_id,date,shot_id,team_id,player_id,assist_player_id,assist_player,xg,location_x,location_y,minute,body_part,situation,result
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Aaron Ramsey,1,2014,4755,2014-08-16 17:30:00,14424,83,504,,,0.050823599100112915,0.8059999847412109,0.4540000152587891,8,Right Foot,Open Play,Blocked Shot
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Aaron Ramsey,1,2014,4755,2014-08-16 17:30:00,14432,83,504,17029,Mikel Arteta,0.02064169943332672,0.7819999694824219,0.7030000305175781,38,Right Foot,Open Play,Blocked Shot
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Aaron Ramsey,1,2014,4755,2014-08-16 17:30:00,14438,83,504,17030,Alexis Sánchez,0.019741099327802658,0.749000015258789,0.5459999847412109,70,Right Foot,Open Play,Saved Shot
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Aaron Ramsey,1,2014,4755,2014-08-16 17:30:00,14441,83,504,,,0.9127569794654846,0.9769999694824218,0.509000015258789,90,Right Foot,From Corner,Goal
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Alexis Sánchez,1,2014,4755,2014-08-16 17:30:00,14425,83,498,,,0.012134400196373463,0.7040000152587891,0.6309999847412109,15,Right Foot,Open Play,Missed Shot
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Alexis Sánchez,1,2014,4755,2014-08-16 17:30:00,14428,83,498,17033,Santiago Cazorla,0.015257500112056732,0.9230000305175782,0.639000015258789,29,,From Corner,Missed Shot
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Alexis Sánchez,1,2014,4755,2014-08-16 17:30:00,14437,83,498,17033,Santiago Cazorla,0.030332399532198906,0.775,0.42400001525878905,68,Right Foot,Open Play,Saved Shot
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Jack Wilshere,1,2014,4755,2014-08-16 17:30:00,14427,83,1036,17030,Alexis Sánchez,0.026693100109696388,0.7759999847412109,0.40900001525878904,28,Left Foot,Open Play,Saved Shot
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Laurent Koscielny,1,2014,4755,2014-08-16 17:30:00,14433,83,494,17030,Alexis Sánchez,0.3064500093460083,0.914000015258789,0.5120000076293946,45,,Set Piece,Goal
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Laurent Koscielny,1,2014,4755,2014-08-16 17:30:00,14434,83,494,17033,Santiago Cazorla,0.02637300081551075,0.905,0.5070000076293946,47,,From Corner,Missed Shot
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Mathieu Debuchy,1,2014,4755,2014-08-16 17:30:00,14440,83,967,17035,Olivier Giroud,0.4914090037345886,0.9309999847412109,0.500999984741211,90,Right Foot,From Corner,Saved Shot
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Olivier Giroud,1,2014,4755,2014-08-16 17:30:00,14439,83,502,17030,Alexis Sánchez,0.050206899642944336,0.9569999694824218,0.710999984741211,83,Left Foot,Open Play,Missed Shot
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Santiago Cazorla,1,2014,4755,2014-08-16 17:30:00,14431,83,965,17029,Mikel Arteta,0.01887119933962822,0.7730000305175782,0.34799999237060547,36,Left Foot,Open Play,Blocked Shot
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Yaya Sanogo,1,2014,4755,2014-08-16 17:30:00,14426,83,4402,17030,Alexis Sánchez,0.020958200097084045,0.8,0.30100000381469727,26,Right Foot,Open Play,Missed Shot
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Crystal Palace,Brede Hangeland,1,2014,4755,2014-08-16 17:30:00,14430,78,933,17043,Jason Puncheon,0.07641270011663437,0.9619999694824218,0.4470000076293945,34,,From Corner,Goal
