join_key,league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,home_goals,away_goals,home_xg,away_xg,is_result,has_data,url,home_team_shortened
2018-08-10_Manchester,ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,1,2018,9197,2018-08-10,89,75,Manchester United,Leicester,LEI,MUN,2,1,1.5137,1.73813,True,True,https://understat.com/match/9197,Manchester
2018-08-11_Bournemouth,ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,1,2018,9202,2018-08-11,73,227,Bournemouth,Cardiff,CAR,BOU,2,0,2.60022,1.50693,True,True,https://understat.com/match/9202,Bournemouth
2018-08-11_Fulham,ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,1,2018,9201,2018-08-11,228,78,Fulham,Crystal Palace,CRY,FLH,0,2,0.638076,1.07816,True,True,https://understat.com/match/9201,Fulham
2018-08-11_Huddersfield,ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,1,2018,9200,2018-08-11,219,80,Huddersfield,Chelsea,CHE,HUD,0,3,0.396115,2.31427,True,True,https://understat.com/match/9200,Huddersfield
2018-08-11_Newcastle,ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,1,2018,9198,2018-08-11,86,82,Newcastle United,Tottenham,TOT,NEW,1,2,0.974497,2.58097,True,True,https://understat.com/match/9198,Newcastle
2018-08-11_Watford,ENG-Premier League,1819,2018-08-11 Watford-Brighton,1,2018,9199,2018-08-11,90,220,Watford,Brighton,BRI,WAT,2,0,1.42372,0.45504,True,True,https://understat.com/match/9199,Watford
2018-08-11_Wolverhampton,ENG-Premier League,1819,2018-08-11 Wolverhampton Wanderers-Everton,1,2018,9203,2018-08-11,229,72,Wolverhampton Wanderers,Everton,EVE,WOL,2,2,0.891038,0.715382,True,True,https://understat.com/match/9203,Wolverhampton
2018-08-12_Arsenal,ENG-Premier League,1819,2018-08-12 Arsenal-Manchester City,1,2018,9206,2018-08-12,83,88,Arsenal,Manchester City,MCI,ARS,0,2,0.445187,2.0178,True,True,https://understat.com/match/9206,Arsenal
2018-08-12_Liverpool,ENG-Premier League,1819,2018-08-12 Liverpool-West Ham,1,2018,9205,2018-08-12,87,81,Liverpool,West Ham,WHU,LIV,4,0,4.34421,0.404253,True,True,https://understat.com/match/9205,Liverpool
2018-08-12_Southampton,ENG-Premier League,1819,2018-08-12 Southampton-Burnley,1,2018,9204,2018-08-12,74,92,Southampton,Burnley,BUR,SOU,0,0,1.01994,1.40827,True,True,https://understat.com/match/9204,Southampton
2018-08-18_Cardiff,ENG-Premier League,1819,2018-08-18 Cardiff-Newcastle United,1,2018,9207,2018-08-18,227,86,Cardiff,Newcastle United,NEW,CAR,0,0,1.15521,1.55405,True,True,https://understat.com/match/9207,Cardiff
2018-08-18_Chelsea,ENG-Premier League,1819,2018-08-18 Chelsea-Arsenal,1,2018,9212,2018-08-18,80,83,Chelsea,Arsenal,ARS,CHE,3,2,1.71799,2.45798,True,True,https://understat.com/match/9212,Chelsea
2018-08-18_Everton,ENG-Premier League,1819,2018-08-18 Everton-Southampton,1,2018,9211,2018-08-18,72,74,Everton,Southampton,SOU,EVE,2,1,2.02004,1.77471,True,True,https://understat.com/match/9211,Everton
2018-08-18_Leicester,ENG-Premier League,1819,2018-08-18 Leicester-Wolverhampton Wanderers,1,2018,9210,2018-08-18,75,229,Leicester,Wolverhampton Wanderers,WOL,LEI,2,0,0.222843,1.09349,True,True,https://understat.com/match/9210,Leicester
2018-08-18_Tottenham,ENG-Premier League,1819,2018-08-18 Tottenham-Fulham,1,2018,9209,2018-08-18,82,228,Tottenham,Fulham,FLH,TOT,3,1,3.26713,1.44253,True,True,https://understat.com/match/9209,Tottenham
2018-08-18_West,ENG-Premier League,1819,2018-08-18 West Ham-Bournemouth,1,2018,9208,2018-08-18,81,73,West Ham,Bournemouth,BOU,WHU,1,2,1.10275,1.69077,True,True,https://understat.com/match/9208,West
2018-08-19_Brighton,ENG-Premier League,1819,2018-08-19 Brighton-Manchester United,1,2018,9215,2018-08-19,220,89,Brighton,Manchester United,MUN,BRI,3,2,1.63672,1.56579,True,True,https://understat.com/match/9215,Brighton
2018-08-19_Burnley,ENG-Premier League,1819,2018-08-19 Burnley-Watford,1,2018,9214,2018-08-19,92,90,Burnley,Watford,WAT,BUR,1,3,0.392642,1.9171,True,True,https://understat.com/match/9214,Burnley
2018-08-19_Manchester,ENG-Premier League,1819,2018-08-19 Manchester City-Huddersfield,1,2018,9213,2018-08-19,88,219,Manchester City,Huddersfield,HUD,MCI,6,1,4.60356,0.663731,True,True,https://understat.com/match/9213,Manchester
