league,season,game,team,player,league_id,season_id,game_id,date,shot_id,team_id,player_id,assist_player_id,assist_player,xg,location_x,location_y,minute,body_part,situation,result
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Albert Sambi Lokonga,1,2021,16376,2021-08-13 19:00:00,425576,83,9689,475193,Nicolas Pepe,0.017826799303293228,0.7480000305175781,0.36900001525878906,59,Left Foot,Open Play,Saved Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Albert Sambi Lokonga,1,2021,16376,2021-08-13 19:00:00,425590,83,9689,475190,Kieran Tierney,0.010265699587762356,0.705999984741211,0.549000015258789,90,Right Foot,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Calum Chambers,1,2021,16376,2021-08-13 19:00:00,425566,83,508,475190,Kieran Tierney,0.025565899908542633,0.8469999694824218,0.3120000076293945,15,Right Foot,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Calum Chambers,1,2021,16376,2021-08-13 19:00:00,425580,83,508,475192,Granit Xhaka,0.03622639924287796,0.8119999694824219,0.34299999237060547,66,Right Foot,Open Play,Blocked Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Emile Smith-Rowe,1,2021,16376,2021-08-13 19:00:00,425575,83,7230,475190,Kieran Tierney,0.0719166025519371,0.8519999694824218,0.55,50,Right Foot,Open Play,Saved Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Emile Smith-Rowe,1,2021,16376,2021-08-13 19:00:00,425592,83,7230,475199,Reiss Nelson,0.060589298605918884,0.875,0.34200000762939453,91,Right Foot,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Folarin Balogun,1,2021,16376,2021-08-13 19:00:00,425570,83,9690,,,0.09649530053138733,0.9159999847412109,0.515,30,Right Foot,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Folarin Balogun,1,2021,16376,2021-08-13 19:00:00,425572,83,9690,,,0.019192200154066086,0.825,0.7480000305175781,37,Right Foot,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Folarin Balogun,1,2021,16376,2021-08-13 19:00:00,425573,83,9690,475190,Kieran Tierney,0.04176729917526245,0.905,0.5179999923706055,41,,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Gabriel Martinelli,1,2021,16376,2021-08-13 19:00:00,425578,83,7752,475193,Nicolas Pepe,0.1212410032749176,0.965999984741211,0.5670000076293945,64,,From Corner,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Granit Xhaka,1,2021,16376,2021-08-13 19:00:00,425581,83,204,475187,Calum Chambers,0.05556109920144081,0.8880000305175781,0.634000015258789,69,Left Foot,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Granit Xhaka,1,2021,16376,2021-08-13 19:00:00,425587,83,204,475191,Albert Sambi Lokonga,0.018807800486683846,0.7480000305175781,0.42900001525878906,85,Left Foot,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Kieran Tierney,1,2021,16376,2021-08-13 19:00:00,425563,83,8089,475193,Nicolas Pepe,0.017222100868821144,0.715,0.5320000076293945,1,Left Foot,From Corner,Saved Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Kieran Tierney,1,2021,16376,2021-08-13 19:00:00,425577,83,8089,475198,Bukayo Saka,0.04457389935851097,0.86,0.6659999847412109,63,Right Foot,Open Play,Blocked Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Kieran Tierney,1,2021,16376,2021-08-13 19:00:00,425583,83,8089,475194,Emile Smith-Rowe,0.09100589901208878,0.8919999694824219,0.67,75,Left Foot,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Nicolas Pepe,1,2021,16376,2021-08-13 19:00:00,425571,83,5656,475195,Gabriel Martinelli,0.024410000070929527,0.8190000152587891,0.27,32,Left Foot,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Nicolas Pepe,1,2021,16376,2021-08-13 19:00:00,425574,83,5656,475195,Gabriel Martinelli,0.051384199410676956,0.8619999694824219,0.37099998474121093,45,Left Foot,Open Play,Blocked Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Nicolas Pepe,1,2021,16376,2021-08-13 19:00:00,425584,83,5656,,,0.05091889947652817,0.8069999694824219,0.7669999694824219,76,Left Foot,Direct Freekick,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Nicolas Pepe,1,2021,16376,2021-08-13 19:00:00,425588,83,5656,475190,Kieran Tierney,0.0856826975941658,0.865,0.5990000152587891,86,Left Foot,Open Play,Saved Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Nuno Tavares,1,2021,16376,2021-08-13 19:00:00,425586,83,9691,475191,Albert Sambi Lokonga,0.014194600284099579,0.7719999694824219,0.28700000762939454,82,Left Foot,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Pablo Marí,1,2021,16376,2021-08-13 19:00:00,425589,83,8380,475194,Emile Smith-Rowe,0.031568098813295364,0.9530000305175781,0.40900001525878904,86,,From Corner,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Reiss Nelson,1,2021,16376,2021-08-13 19:00:00,425591,83,6492,475190,Kieran Tierney,0.037433598190546036,0.8369999694824218,0.46299999237060546,91,Left Foot,Open Play,Blocked Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Bryan Mbeumo,1,2021,16376,2021-08-13 19:00:00,425565,244,6552,475182,Ivan Toney,0.11829700320959091,0.9080000305175782,0.315,11,Right Foot,Open Play,Shot On Post
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Bryan Mbeumo,1,2021,16376,2021-08-13 19:00:00,425569,244,6552,475173,Kristoffer Ajer,0.08069059997797012,0.8919999694824219,0.35700000762939454,29,Right Foot,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Christian Nørgaard,1,2021,16376,2021-08-13 19:00:00,425582,244,7083,,,0.8865979909896851,0.9690000152587891,0.4809999847412109,72,,Open Play,Goal
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Christian Nørgaard,1,2021,16376,2021-08-13 19:00:00,425585,244,7083,475176,Sergi Canos,0.5586959719657898,0.9730000305175781,0.5279999923706055,79,,From Corner,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Frank Onyeka,1,2021,16376,2021-08-13 19:00:00,425564,244,9681,,,0.053463999181985855,0.9130000305175782,0.539000015258789,10,,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Sergi Canos,1,2021,16376,2021-08-13 19:00:00,425567,244,1078,475175,Ethan Pinnock,0.052144698798656464,0.874000015258789,0.6980000305175781,21,Right Foot,Open Play,Goal
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Sergi Canos,1,2021,16376,2021-08-13 19:00:00,425568,244,1078,475180,Frank Onyeka,0.06570620089769363,0.8119999694824219,0.4779999923706055,27,Right Foot,Open Play,Missed Shot
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Sergi Canos,1,2021,16376,2021-08-13 19:00:00,425579,244,1078,475181,Bryan Mbeumo,0.07258380204439163,0.8819999694824219,0.3320000076293945,65,Right Foot,Open Play,Saved Shot
ENG-Premier League,2122,2021-08-14 Burnley-Brighton,Brighton,Alexis Mac Allister,1,2021,16378,2021-08-14 14:00:00,425817,220,8379,475461,Pascal Groß,0.33932000398635864,0.9130000305175782,0.4490000152587891,77,Right Foot,Open Play,Goal
ENG-Premier League,2122,2021-08-14 Burnley-Brighton,Brighton,Jakub Moder,1,2021,16378,2021-08-14 14:00:00,425821,220,9284,475457,Robert Sánchez,0.28815600275993347,0.845,0.34,91,Right Foot,Open Play,Saved Shot
ENG-Premier League,2122,2021-08-14 Burnley-Brighton,Brighton,Leandro Trossard,1,2021,16378,2021-08-14 14:00:00,425812,220,7698,475462,Steven Alzate,0.07632420212030411,0.924000015258789,0.35,57,Left Foot,Open Play,Missed Shot
