league,season,game,team,player,league_id,season_id,game_id,team_id,player_id,position,position_id,minutes,goals,own_goals,shots,xg,xg_chain,xg_buildup,assists,xa,key_passes,yellow_cards,red_cards
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Aaron Ramsey,1,2014,4755,83,504,MC,9,90,1,0,4,1.0039600133895874,0.09120640158653259,0.0,0,0.0,0,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Alex Oxlade-Chamberlain,1,2014,4755,83,966,Sub,17,19,0,0,0,0.0,0.050206899642944336,0.050206899642944336,0,0.0,0,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Alexis Sánchez,1,2014,4755,83,498,MR,8,90,0,0,3,0.057724300771951675,0.14032499492168427,0.07116509974002838,1,0.4240500032901764,5,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Calum Chambers,1,2014,4755,83,508,DC,3,90,0,0,0,0.0,0.0918067991733551,0.0918067991733551,0,0.0,0,1,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Jack Wilshere,1,2014,4755,83,1036,MC,9,71,0,0,1,0.026693100109696388,0.04733480140566826,0.02064169943332672,0,0.0,0,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Kieran Gibbs,1,2014,4755,83,545,DL,4,55,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Laurent Koscielny,1,2014,4755,83,494,DC,3,90,1,0,2,0.3328230082988739,0.0918067991733551,0.0918067991733551,0,0.0,0,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Mathieu Debuchy,1,2014,4755,83,967,DR,2,90,0,0,1,0.4914090037345886,0.04733480140566826,0.04733480140566826,0,0.0,0,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Mikel Arteta,1,2014,4755,83,970,DMC,7,90,0,0,0,0.0,0.14101000130176544,0.12213899940252304,0,0.03951289877295494,2,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Nacho Monreal,1,2014,4755,83,495,Sub,17,35,0,0,0,0.0,0.050206899642944336,0.050206899642944336,0,0.0,0,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Olivier Giroud,1,2014,4755,83,502,Sub,17,26,0,0,1,0.050206899642944336,0.050206899642944336,0.0,0,0.4914090037345886,1,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Santiago Cazorla,1,2014,4755,83,965,ML,10,90,0,0,1,0.01887119933962822,0.12005200237035751,0.07084859907627106,0,0.07196290045976639,3,1,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Wojciech Szczesny,1,2014,4755,83,1244,GK,1,90,0,0,0,0.0,0.02064169943332672,0.02064169943332672,0,0.0,0,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Arsenal,Yaya Sanogo,1,2014,4755,83,4402,FW,15,64,0,0,1,0.020958200097084045,0.04159989953041077,0.02064169943332672,0,0.0,0,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Crystal Palace,Brede Hangeland,1,2014,4755,78,933,DC,3,90,1,0,1,0.07641270011663437,0.018910599872469902,0.018910599872469902,0,0.0,0,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Crystal Palace,Damien Delaney,1,2014,4755,78,511,Sub,17,13,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Crystal Palace,Dwight Gayle,1,2014,4755,78,743,Sub,17,3,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Crystal Palace,Fraizer Campbell,1,2014,4755,78,634,FW,15,87,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Crystal Palace,Jason Puncheon,1,2014,4755,78,514,MR,8,90,0,0,2,0.07469210028648376,0.07469210028648376,0.0,1,0.07641270011663437,1,0,1
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,Crystal Palace,Joe Ledley,1,2014,4755,78,517,MC,9,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
