league,season,game,team,player,league_id,season_id,game_id,date,shot_id,team_id,player_id,assist_player_id,assist_player,xg,location_x,location_y,minute,body_part,situation,result
ENG-Premier League,1617,2016-08-13 Burnley-Swansea,Burnley,Andre Gray,1,2016,464,2016-08-13 18:00:00,112137,92,1660,124927,George Boyd,0.03509699925780296,0.8969999694824219,0.24899999618530275,31,Right Foot,Open Play,Missed Shot
ENG-Premier League,1617,2016-08-13 Burnley-Swansea,Burnley,Andre Gray,1,2016,464,2016-08-13 18:00:00,112141,92,1660,,,0.09728720039129257,0.8959999847412109,0.27899999618530275,39,Right Foot,Open Play,Saved Shot
ENG-Premier League,1617,2016-08-13 Burnley-Swansea,Burnley,Andre Gray,1,2016,464,2016-08-13 18:00:00,112151,92,1660,124923,Matthew Lowton,0.04174700006842613,0.8969999694824219,0.27399999618530274,73,Right Foot,Open Play,Missed Shot
ENG-Premier League,1617,2016-08-13 Burnley-Swansea,Burnley,Andre Gray,1,2016,464,2016-08-13 18:00:00,112157,92,1660,124927,George Boyd,0.621749997138977,0.9580000305175781,0.534000015258789,83,Left Foot,Open Play,Missed Shot
ENG-Premier League,1617,2016-08-13 Burnley-Swansea,Burnley,Dean Marney,1,2016,464,2016-08-13 18:00:00,112143,92,1658,124923,Matthew Lowton,0.016961200162768364,0.86,0.425,49,,Open Play,Missed Shot
ENG-Premier League,1617,2016-08-13 Burnley-Swansea,Burnley,Dean Marney,1,2016,464,2016-08-13 18:00:00,112159,92,1658,,,0.0170523002743721,0.775,0.6140000152587891,90,Right Foot,Set Piece,Saved Shot
ENG-Premier League,1617,2016-08-13 Burnley-Swansea,Burnley,George Boyd,1,2016,464,2016-08-13 18:00:00,112146,92,1656,,,0.01744600012898445,0.8019999694824219,0.31,60,Left Foot,Open Play,Blocked Shot
ENG-Premier League,1617,2016-08-13 Burnley-Swansea,Burnley,Johann Berg Gudmundsson,1,2016,464,2016-08-13 18:00:00,112158,92,1663,,,0.11360999941825867,0.795,0.5509999847412109,90,Left Foot,Direct Freekick,Blocked Shot
ENG-Premier League,1617,2016-08-13 Burnley-Swansea,Burnley,Matthew Lowton,1,2016,464,2016-08-13 18:00:00,112147,92,1652,,,0.025955500081181526,0.8769999694824219,0.26799999237060546,60,Right Foot,Open Play,Missed Shot
ENG-Premier League,1617,2016-08-13 Burnley-Swansea,Burnley,Sam Vokes,1,2016,464,2016-08-13 18:00:00,112145,92,1661,124930,Scott Arfield,0.06451590359210968,0.8119999694824219,0.48700000762939455,58,Right Foot,Open Play,Saved Shot
