league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
ENG-Premier League,1516,Arsenal,Aaron Ramsey,1,2015,83,504,M S,31,2624,5,8.614322556182742,5,8.614322556182742,4,4.046241706237197,69,37,4,0,23.282566286623478,14.17644389718771
ENG-Premier League,1516,Arsenal,Alex Iwobi,1,2015,83,500,M S,13,639,2,1.5485198199748993,2,1.5485198199748993,2,1.5110217109322548,15,12,0,0,5.324223689734936,3.206701472401619
ENG-Premier League,1516,Arsenal,Alex Oxlade-Chamberlain,1,2015,83,966,M S,22,911,1,1.5034727901220322,1,1.5034727901220322,0,1.8971569072455168,23,19,0,0,6.139448795467615,3.601579638198018
ENG-Premier League,1516,Arsenal,Alexis Sánchez,1,2015,83,498,M S,30,2463,13,13.104378208518028,13,13.104378208518028,4,8.5547467879951,107,62,1,0,27.01940680295229,11.864848758094013
ENG-Premier League,1516,Arsenal,Calum Chambers,1,2015,83,508,D M S,12,299,0,0.13632500171661377,0,0.13632500171661377,0,0.20185689628124237,2,2,2,0,1.2246594913303852,0.991853591054678
ENG-Premier League,1516,Arsenal,Danny Welbeck,1,2015,83,501,F M S,11,581,4,2.9756076019257307,4,2.9756076019257307,2,0.760790191590786,20,7,1,0,3.8843194730579853,1.0047504883259535
ENG-Premier League,1516,Arsenal,David Ospina,1,2015,83,505,GK,4,360,0,0.0,0,0.0,0,0.0,0,0,0,0,0.03578979894518852,0.03578979894518852
ENG-Premier League,1516,Arsenal,Francis Coquelin,1,2015,83,497,M S,26,1652,0,0.15509640332311392,0,0.15509640332311392,0,0.34837569296360016,8,6,5,1,10.673911213874817,10.341711435467005
ENG-Premier League,1516,Arsenal,Gabriel,1,2015,83,493,D S,21,1761,1,0.9500337094068527,1,0.9500337094068527,0,0.044633898884058,11,1,4,1,6.478983839973807,6.478983839973807
ENG-Premier League,1516,Arsenal,Héctor Bellerín,1,2015,83,492,D,36,3240,1,0.7077546939253807,1,0.7077546939253807,5,4.75375734642148,13,24,3,0,17.708984507247806,14.370255900546908
ENG-Premier League,1516,Arsenal,Jack Wilshere,1,2015,83,1036,M S,3,141,0,0.31812000274658203,0,0.31812000274658203,0,0.11653199791908264,1,1,0,0,0.8949851989746094,0.460332989692688
ENG-Premier League,1516,Arsenal,Joel Campbell,1,2015,83,506,M S,19,891,3,2.59413100220263,3,2.59413100220263,2,2.8309967815876007,19,13,0,0,7.517784925177693,3.5691321585327387
ENG-Premier League,1516,Arsenal,Kieran Gibbs,1,2015,83,545,D M S,15,367,1,0.5577400848269463,1,0.5577400848269463,0,0.04064770042896271,5,1,0,0,1.0849711149930954,0.48658449575304985
ENG-Premier League,1516,Arsenal,Laurent Koscielny,1,2015,83,494,D,33,2848,4,3.3445703331381083,4,3.3445703331381083,0,0.7183354124426842,19,8,3,0,10.752087464556098,9.075531175360084
ENG-Premier League,1516,Arsenal,Mathieu Debuchy,1,2015,83,967,D,2,147,0,0.028445400297641754,0,0.028445400297641754,0,0.017912400886416435,1,1,0,0,0.5083019882440567,0.4798559844493866
ENG-Premier League,1516,Arsenal,Mathieu Flamini,1,2015,83,895,M S,16,1084,0,1.114936726167798,0,1.114936726167798,0,0.12700709886848927,7,3,3,0,4.503537509590387,3.279497493058443
ENG-Premier League,1516,Arsenal,Mesut Özil,1,2015,83,499,M,35,3065,6,7.9231729451566935,6,7.9231729451566935,19,17.618861105293036,48,146,4,0,32.78600429929793,18.351203271187842
ENG-Premier League,1516,Arsenal,Mikel Arteta,1,2015,83,970,S,9,157,0,0.516431987285614,0,0.516431987285614,0,0.4725930094718933,1,1,1,0,1.9849794134497643,1.4685523733496666
ENG-Premier League,1516,Arsenal,Mohamed Elneny,1,2015,83,496,M S,11,799,0,1.3251584004610777,0,1.3251584004610777,1,0.30165970139205456,13,3,3,0,6.723802291788161,5.921059274114668
ENG-Premier League,1516,Arsenal,Nacho Monreal,1,2015,83,495,D S,37,3247,0,0.9100389927625656,0,0.9100389927625656,3,2.9119435008615255,12,28,1,0,17.69103268161416,15.249321714043617
