league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,away_points,away_expected_points,away_goals,away_xg,away_np_xg,away_np_xg_difference,away_ppda,away_deep_completions,home_points,home_expected_points,home_goals,home_xg,home_np_xg,home_np_xg_difference,home_ppda,home_deep_completions
ENG-Premier League,1617,2016-08-13 Burnley-Swansea,1,2016,464,2016-08-13 18:00:00,92,84,Burnley,Swansea,SWA,BUR,3,1.9345999999999999,1,1.72089,1.72089,0.6718600000000001,10.3125,2,0,0.7766,0,1.04903,1.04903,-0.6718600000000001,10.952380952380953,5
ENG-Premier League,1617,2016-08-13 Crystal Palace-West Bromwich Albion,1,2016,462,2016-08-13 18:00:00,78,76,Crystal Palace,West Bromwich Albion,WBA,CRY,3,1.0403,1,0.684593,0.684593,-0.305469,7.076923076923077,5,0,1.6240999999999999,0,0.990062,0.990062,0.305469,4.260869565217392,4
ENG-Premier League,1617,2016-08-13 Everton-Tottenham,1,2016,463,2016-08-13 18:00:00,72,82,Everton,Tottenham,TOT,EVE,1,1.6417,1,1.12348,1.12348,0.3334170000000001,5.411764705882353,8,1,1.0261,1,0.790063,0.790063,-0.3334170000000001,7.419354838709677,5
ENG-Premier League,1617,2016-08-13 Hull-Leicester,1,2016,461,2016-08-13 15:30:00,91,75,Hull,Leicester,LEI,HUL,0,2.5892,1,2.45631,1.69514,0.9551220000000001,11.28,5,3,0.2861,2,0.740018,0.740018,-0.9551220000000001,17.866666666666667,0
ENG-Premier League,1617,2016-08-13 Manchester City-Sunderland,1,2016,467,2016-08-13 20:30:00,88,77,Manchester City,Sunderland,SUN,MCI,0,0.7048000000000001,1,1.09877,1.09877,-0.09484999999999988,16.0,4,3,2.0446,2,1.95479,1.19362,0.09484999999999988,5.428571428571429,11
ENG-Premier League,1617,2016-08-13 Middlesbrough-Stoke,1,2016,465,2016-08-13 18:00:00,93,85,Middlesbrough,Stoke,STO,MID,1,0.3097,1,0.485626,0.485626,-1.319604,9.045454545454545,4,1,2.5279,1,1.80523,1.80523,1.319604,7.3125,4
ENG-Premier League,1617,2016-08-13 Southampton-Watford,1,2016,466,2016-08-13 18:00:00,74,90,Southampton,Watford,WAT,SOU,1,0.5891,1,0.180046,0.180046,-0.757282,14.956521739130435,4,1,2.0192,1,0.937328,0.937328,0.757282,6.583333333333333,6
ENG-Premier League,1617,2016-08-14 Arsenal-Liverpool,1,2016,469,2016-08-14 19:00:00,83,87,Arsenal,Liverpool,LIV,ARS,3,1.7103,4,1.6591,1.6591,1.238301,9.586206896551724,12,0,1.0038,3,1.18197,0.420799,-1.238301,8.666666666666666,2
ENG-Premier League,1617,2016-08-14 Bournemouth-Manchester United,1,2016,468,2016-08-14 16:30:00,73,89,Bournemouth,Manchester United,MUN,BOU,3,2.5176,3,1.91105,1.91105,1.3882029999999999,10.52,4,0,0.3234,1,0.522847,0.522847,-1.3882029999999999,14.625,3
ENG-Premier League,1617,2016-08-15 Chelsea-West Ham,1,2016,470,2016-08-15 23:00:00,80,81,Chelsea,West Ham,WHU,CHE,0,0.47019999999999995,1,0.445604,0.445604,-0.25352300000000005,11.892857142857142,3,3,2.2936,2,1.4603,0.699127,0.25352300000000005,6.264705882352941,7
