league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,away_points,away_expected_points,away_goals,away_xg,away_np_xg,away_np_xg_difference,away_ppda,away_deep_completions,home_points,home_expected_points,home_goals,home_xg,home_np_xg,home_np_xg_difference,home_ppda,home_deep_completions
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,1,2021,16376,2021-08-13 19:00:00,244,83,Brentford,Arsenal,ARS,BRE,0,0.6559,0,1.02385,1.02385,-0.86433,5.7727272727272725,10,3,2.1154,2,1.88818,1.88818,0.86433,16.11111111111111,7
ENG-Premier League,2122,2021-08-14 Burnley-Brighton,1,2021,16378,2021-08-14 14:00:00,92,220,Burnley,Brighton,BRI,BUR,3,1.2564000000000002,2,1.6853,1.6853,-0.11017999999999994,7.933333333333334,7,0,1.4559000000000002,1,1.79548,1.79548,0.11017999999999994,17.88888888888889,3
ENG-Premier League,2122,2021-08-14 Chelsea-Crystal Palace,1,2021,16379,2021-08-14 14:00:00,80,78,Chelsea,Crystal Palace,CRY,CHE,0,0.5141,0,0.321701,0.321701,-0.865389,71.0,3,3,2.2037,3,1.18709,1.18709,0.865389,6.595238095238095,14
ENG-Premier League,2122,2021-08-14 Everton-Southampton,1,2021,16380,2021-08-14 14:00:00,72,74,Everton,Southampton,SOU,EVE,0,0.2455,1,0.580601,0.580601,-1.8080289999999999,5.592592592592593,6,3,2.6311,3,2.38863,2.38863,1.8080289999999999,6.869565217391305,4
ENG-Premier League,2122,2021-08-14 Leicester-Wolverhampton Wanderers,1,2021,16381,2021-08-14 14:00:00,75,229,Leicester,Wolverhampton Wanderers,WOL,LEI,0,1.9451,0,1.32714,1.32714,0.659058,20.263157894736842,7,3,0.7799,1,0.668082,0.668082,-0.659058,11.5,6
ENG-Premier League,2122,2021-08-14 Manchester United-Leeds,1,2021,16377,2021-08-14 11:30:00,89,245,Manchester United,Leeds,LED,MUN,0,0.5492,1,0.568342,0.568342,-1.074138,7.242424242424242,3,3,2.2181,5,1.64248,1.64248,1.074138,12.590909090909092,8
ENG-Premier League,2122,2021-08-14 Norwich-Liverpool,1,2021,16383,2021-08-14 16:30:00,79,87,Norwich,Liverpool,LIV,NOR,3,1.7064,3,1.78728,1.78728,0.45398000000000005,11.580645161290322,13,0,1.0334999999999999,0,1.3333,1.3333,-0.45398000000000005,25.666666666666668,3
ENG-Premier League,2122,2021-08-14 Watford-Aston Villa,1,2021,16382,2021-08-14 14:00:00,90,71,Watford,Aston Villa,AVL,WAT,0,1.1959,2,1.13718,0.376011,-0.974349,6.5,6,3,1.4836,3,1.35036,1.35036,0.974349,14.428571428571429,4
ENG-Premier League,2122,2021-08-15 Newcastle United-West Ham,1,2021,16384,2021-08-15 13:00:00,86,81,Newcastle United,West Ham,WHU,NEW,3,2.2684,4,3.00939,2.09241,0.41315000000000013,11.619047619047619,10,0,0.5491,2,1.67926,1.67926,-0.41315000000000013,24.5,5
ENG-Premier League,2122,2021-08-15 Tottenham-Manchester City,1,2021,16385,2021-08-15 15:30:00,82,88,Tottenham,Manchester City,MCI,TOT,0,2.1266000000000003,0,2.10585,2.10585,1.0457100000000001,6.136363636363637,8,3,0.6512,1,1.06014,1.06014,-1.0457100000000001,17.294117647058822,5
