league,season,game,team,player,league_id,season_id,game_id,team_id,player_id,position,position_id,minutes,goals,own_goals,shots,xg,xg_chain,xg_buildup,assists,xa,key_passes,yellow_cards,red_cards
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Albert Sambi Lokonga,1,2021,16376,83,9689,DMC,7,90,0,0,2,0.028092600405216217,0.49406901001930237,0.4620479941368103,0,0.033002398908138275,2,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Ben White,1,2021,16376,83,7298,DC,3,90,0,0,0,0.0,0.2119159996509552,0.2119159996509552,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Bernd Leno,1,2021,16376,83,181,GK,1,90,0,0,0,0.0,0.09702769666910172,0.09702769666910172,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Bukayo Saka,1,2021,16376,83,7322,Sub,17,30,0,0,0,0.0,0.14906400442123413,0.14906400442123413,0,0.04457389935851097,1,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Calum Chambers,1,2021,16376,83,508,DR,2,82,0,0,2,0.06179239973425865,0.20369499921798706,0.08634120225906372,0,0.05556109920144081,1,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Emile Smith-Rowe,1,2021,16376,83,7230,AMC,12,90,0,0,2,0.13250599801540375,0.48597899079322815,0.3534730076789856,0,0.12257400155067444,2,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Folarin Balogun,1,2021,16376,83,9690,FW,15,60,0,0,3,0.15745499730110168,0.15745499730110168,0.0,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Gabriel Martinelli,1,2021,16376,83,7752,AML,13,72,0,0,1,0.1212410032749176,0.15692099928855896,0.08112700283527374,0,0.07579419761896133,2,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Granit Xhaka,1,2021,16376,83,204,DMC,7,90,0,0,2,0.0743689015507698,0.5161010026931763,0.4055060148239136,0,0.03622639924287796,1,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Kieran Tierney,1,2021,16376,83,8089,DL,4,90,0,0,3,0.1528020054101944,0.5847700238227844,0.3305639922618866,0,0.27263200283050537,6,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Nicolas Pepe,1,2021,16376,83,5656,AMR,11,90,0,0,4,0.21239599585533142,0.38420599699020386,0.22272899746894836,0,0.1562899947166443,3,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Nuno Tavares,1,2021,16376,83,9691,Sub,17,8,0,0,1,0.014194600284099579,0.051628198474645615,0.037433598190546036,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Pablo Marí,1,2021,16376,83,8380,DC,3,90,0,0,1,0.031568098813295364,0.2862589955329895,0.2862589955329895,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Arsenal,Reiss Nelson,1,2021,16376,83,6492,Sub,17,18,0,0,1,0.037433598190546036,0.1122170016169548,0.014194600284099579,0,0.060589298605918884,1,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Bryan Mbeumo,1,2021,16376,244,6552,FW,15,87,0,0,2,0.19898700714111328,0.27157101035118103,0.0,0,0.07258380204439163,1,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Christian Nørgaard,1,2021,16376,244,7083,MC,9,90,1,0,2,1.445289969444275,0.8865979909896851,0.0,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,David Raya,1,2021,16376,244,9676,GK,1,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Ethan Pinnock,1,2021,16376,244,9678,DC,3,90,0,0,0,0.0,0.052144698798656464,0.0,1,0.052144698798656464,1,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Frank Onyeka,1,2021,16376,244,9681,MC,9,81,0,0,1,0.053463999181985855,0.23746700584888458,0.18400299549102783,0,0.06570620089769363,1,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Ivan Toney,1,2021,16376,244,998,FW,15,90,0,0,0,0.0,0.11829700320959091,0.0,0,0.11829700320959091,1,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Kristoffer Ajer,1,2021,16376,244,9677,DC,3,72,0,0,0,0.0,0.08069059997797012,0.0,0,0.08069059997797012,1,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Mads Bech Sørensen,1,2021,16376,244,9683,Sub,17,18,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Mads Bidstrup,1,2021,16376,244,9682,Sub,17,9,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Marcus Forss,1,2021,16376,244,9684,Sub,17,3,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Pontus Jansson,1,2021,16376,244,1801,DC,3,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Rico Henry,1,2021,16376,244,9679,DML,6,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Sergi Canos,1,2021,16376,244,1078,DMR,5,90,1,0,3,0.1904350072145462,0.1904350072145462,0.0,0,0.5586959719657898,1,0,0
ENG-Premier League,2122,2021-08-13 Brentford-Arsenal,Brentford,Vitaly Janelt,1,2021,16376,244,9680,MC,9,90,0,0,0,0.0,0.07258380204439163,0.07258380204439163,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-14 Burnley-Brighton,Brighton,Adam Lallana,1,2021,16378,220,486,Sub,17,41,0,0,0,0.0,0.7038000226020813,0.7038000226020813,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-14 Burnley-Brighton,Brighton,Adam Webster,1,2021,16378,220,7699,DR,2,90,0,0,0,0.0,0.3872219920158386,0.3872219920158386,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-14 Burnley-Brighton,Brighton,Alexis Mac Allister,1,2021,16378,220,8379,Sub,17,11,1,0,1,0.33932000398635864,0.6274759769439697,0.28815600275993347,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-14 Burnley-Brighton,Brighton,Enock Mwepu,1,2021,16378,220,9734,MC,9,49,0,0,0,0.0,0.05208669975399971,0.0,0,0.05208669975399971,1,0,0
ENG-Premier League,2122,2021-08-14 Burnley-Brighton,Brighton,Jakub Moder,1,2021,16378,220,9284,Sub,17,15,0,0,1,0.28815600275993347,1.2722100019454956,0.33932000398635864,1,0.6447370052337646,1,0,0
ENG-Premier League,2122,2021-08-14 Burnley-Brighton,Brighton,Leandro Trossard,1,2021,16378,220,7698,ML,10,79,0,0,1,0.07632420212030411,0.07632420212030411,0.0,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-14 Burnley-Brighton,Brighton,Lewis Dunk,1,2021,16378,220,6048,DC,3,90,0,0,0,0.0,0.7038000226020813,0.7038000226020813,0,0.0,0,0,0
ENG-Premier League,2122,2021-08-14 Burnley-Brighton,Brighton,Neal Maupay,1,2021,16378,220,3621,FW,15,90,1,0,4,0.8151919841766357,1.1545100212097168,0.33932000398635864,0,0.0,0,1,0
