league,season,game,team,player,league_id,season_id,game_id,team_id,player_id,position,position_id,minutes,goals,own_goals,shots,xg,xg_chain,xg_buildup,assists,xa,key_passes,yellow_cards,red_cards
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Andros Townsend,1,2020,14087,78,775,MR,8,90,0,0,0,0.0,0.5024710297584534,0.0,1,0.867467999458313,2,0,0
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Cheikhou Kouyaté,1,2020,14087,78,532,DC,3,90,0,0,1,0.364996999502182,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Eberechi Eze,1,2020,14087,78,8706,Sub,17,7,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,James McArthur,1,2020,14087,78,633,MC,9,90,0,0,1,0.06632620096206665,0.41716399788856506,0.0,0,0.41716399788856506,1,0,0
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,James McCarthy,1,2020,14087,78,589,MC,9,76,0,0,0,0.0,0.5024710297584534,0.5024710297584534,0,0.0,0,1,0
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Jeffrey Schlupp,1,2020,14087,78,757,ML,10,83,0,0,0,0.0,0.0,0.0,0,0.0,0,1,0
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Joel Ward,1,2020,14087,78,510,DR,2,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Jordan Ayew,1,2020,14087,78,672,FW,15,90,0,0,1,0.04472789913415909,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Luka Milivojevic,1,2020,14087,78,5549,Sub,17,14,0,0,0,0.0,0.0,0.0,0,0.11105400323867798,2,0,0
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Scott Dann,1,2020,14087,78,512,DC,3,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Tyrick Mitchell,1,2020,14087,78,8214,DL,4,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Vicente Guaita,1,2020,14087,78,2190,GK,1,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,2021,2020-09-12 Crystal Palace-Southampton,Crystal Palace,Wilfried Zaha,1,2020,14087,78,522,FW,15,90,1,0,2,0.919634997844696,0.919634997844696,0.0,0,0.0,0,0,0
