league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,away_points,away_expected_points,away_goals,away_xg,away_np_xg,away_np_xg_difference,away_ppda,away_deep_completions,home_points,home_expected_points,home_goals,home_xg,home_np_xg,home_np_xg_difference,home_ppda,home_deep_completions
ENG-Premier League,1516,2015-08-08 Bournemouth-Aston Villa,1,2015,82,2015-08-08 18:00:00,73,71,Bournemouth,Aston Villa,AVL,BOU,3,1.2481,1,0.782253,0.782253,-0.09385300000000008,11.846153846153847,2,0,1.3912,0,0.876106,0.876106,0.09385300000000008,6.9,11
ENG-Premier League,1516,2015-08-08 Chelsea-Swansea,1,2015,86,2015-08-08 20:30:00,80,84,Chelsea,Swansea,SWA,CHE,1,2.7239999999999998,2,2.59203,1.83086,1.1869,8.833333333333334,5,1,0.18359999999999999,2,0.64396,0.64396,-1.1869,10.363636363636363,10
ENG-Premier League,1516,2015-08-08 Everton-Watford,1,2015,83,2015-08-08 18:00:00,72,90,Everton,Watford,WAT,EVE,1,1.2362,2,0.557892,0.557892,-0.046333999999999986,17.157894736842106,4,1,1.3301,2,0.604226,0.604226,0.046333999999999986,6.65,5
ENG-Premier League,1516,2015-08-08 Leicester-Sunderland,1,2015,84,2015-08-08 18:00:00,75,77,Leicester,Sunderland,SUN,LEI,0,0.662,2,1.45946,1.45946,-0.34739999999999993,9.555555555555555,6,3,2.1323,4,2.56803,1.80686,0.34739999999999993,10.88,5
ENG-Premier League,1516,2015-08-08 Manchester United-Tottenham,1,2015,81,2015-08-08 15:45:00,89,82,Manchester United,Tottenham,TOT,MUN,0,1.3613,0,0.6746,0.6746,0.04706100000000002,8.21875,10,3,1.2482,1,0.627539,0.627539,-0.04706100000000002,13.826086956521738,4
ENG-Premier League,1516,2015-08-08 Norwich-Crystal Palace,1,2015,85,2015-08-08 18:00:00,79,78,Norwich,Crystal Palace,CRY,NOR,3,2.1299,3,2.10975,2.10975,0.97899,10.625,10,0,0.6542,1,1.13076,1.13076,-0.97899,5.7368421052631575,5
ENG-Premier League,1516,2015-08-09 Arsenal-West Ham,1,2015,88,2015-08-09 16:30:00,83,81,Arsenal,West Ham,WHU,ARS,3,0.7095,2,0.535961,0.535961,-0.795699,12.454545454545455,0,0,2.0079,0,1.33166,1.33166,0.795699,8.166666666666666,11
ENG-Premier League,1516,2015-08-09 Newcastle United-Southampton,1,2015,87,2015-08-09 16:30:00,86,74,Newcastle United,Southampton,SOU,NEW,1,1.0512000000000001,2,1.2529,1.2529,-0.2932300000000001,7.0,5,1,1.6322999999999999,2,1.54613,1.54613,0.2932300000000001,12.722222222222221,3
ENG-Premier League,1516,2015-08-09 Stoke-Liverpool,1,2015,89,2015-08-09 19:00:00,85,87,Stoke,Liverpool,LIV,STO,3,1.1646,1,0.329873,0.329873,-0.051400999999999974,9.346153846153847,5,0,1.29,0,0.381274,0.381274,0.051400999999999974,11.91304347826087,2
ENG-Premier League,1516,2015-08-10 West Bromwich Albion-Manchester City,1,2015,90,2015-08-10 23:00:00,76,88,West Bromwich Albion,Manchester City,MCI,WBA,3,2.4759,3,1.9242,1.9242,1.488962,8.08695652173913,8,0,0.3543,0,0.435238,0.435238,-1.488962,23.294117647058822,4
