league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,away_points,away_expected_points,away_goals,away_xg,away_np_xg,away_np_xg_difference,away_ppda,away_deep_completions,home_points,home_expected_points,home_goals,home_xg,home_np_xg,home_np_xg_difference,home_ppda,home_deep_completions
ENG-Premier League,1415,2014-08-16 Arsenal-Crystal Palace,1,2014,4755,2014-08-16 17:30:00,83,78,Arsenal,Crystal Palace,CRY,ARS,0,0.1114,1,0.158151,0.158151,-1.3959590000000002,14.172413793103448,0,3,2.7946,2,1.55411,1.55411,1.3959590000000002,2.933333333333333,9
ENG-Premier League,1415,2014-08-16 Leicester-Everton,1,2014,4750,2014-08-16 15:00:00,75,72,Leicester,Everton,EVE,LEI,1,0.7617,2,0.613273,0.613273,-0.665027,11.6875,15,1,1.9461000000000002,2,1.2783,1.2783,0.665027,14.48,1
ENG-Premier League,1415,2014-08-16 Manchester United-Swansea,1,2014,4749,2014-08-16 12:45:00,89,84,Manchester United,Swansea,SWA,MUN,3,0.4839,2,0.278076,0.278076,-0.888274,17.94736842105263,2,0,2.2359,1,1.16635,1.16635,0.888274,10.12,8
ENG-Premier League,1415,2014-08-16 Queens Park Rangers-Hull,1,2014,4751,2014-08-16 15:00:00,202,91,Queens Park Rangers,Hull,HUL,QPR,3,0.7402,1,1.11757,1.11757,-0.009319999999999995,10.285714285714286,5,0,2.0149,0,1.90067,1.12689,0.009319999999999995,12.823529411764707,1
ENG-Premier League,1415,2014-08-16 Stoke-Aston Villa,1,2014,4752,2014-08-16 15:00:00,85,71,Stoke,Aston Villa,AVL,STO,3,1.8321999999999998,1,0.909774,0.909774,0.48640599999999995,14.043478260869565,4,0,0.8041,0,0.423368,0.423368,-0.48640599999999995,4.125,3
ENG-Premier League,1415,2014-08-16 West Bromwich Albion-Sunderland,1,2014,4753,2014-08-16 15:00:00,76,77,West Bromwich Albion,Sunderland,SUN,WBA,1,0.6965999999999999,2,0.991901,0.991901,0.06964100000000006,13.6875,3,1,2.0358,2,1.68343,0.92226,-0.06964100000000006,5.935483870967742,6
ENG-Premier League,1415,2014-08-16 West Ham-Tottenham,1,2014,4754,2014-08-16 15:00:00,81,82,West Ham,Tottenham,TOT,WHU,3,0.7136,1,1.01706,1.01706,-0.07486999999999999,10.956521739130435,3,0,2.0216000000000003,0,1.8531,1.09193,0.07486999999999999,11.25,9
ENG-Premier League,1415,2014-08-17 Liverpool-Southampton,1,2014,4756,2014-08-17 13:30:00,87,74,Liverpool,Southampton,SOU,LIV,0,1.5269,1,1.55248,1.55248,0.2205600000000001,11.13888888888889,9,3,1.1776999999999997,2,1.33192,1.33192,-0.2205600000000001,11.333333333333334,6
ENG-Premier League,1415,2014-08-17 Newcastle United-Manchester City,1,2014,4757,2014-08-17 16:00:00,86,88,Newcastle United,Manchester City,MCI,NEW,3,1.7849,2,1.48053,1.48053,0.5149469999999999,12.909090909090908,9,0,0.9421999999999999,0,0.965583,0.965583,-0.5149469999999999,15.590909090909092,6
ENG-Premier League,1415,2014-08-18 Burnley-Chelsea,1,2014,4758,2014-08-18 20:00:00,92,80,Burnley,Chelsea,CHE,BUR,3,2.6745,3,2.12996,2.12996,1.7588190000000001,13.733333333333333,10,0,0.2082,1,0.371141,0.371141,-1.7588190000000001,17.952380952380953,2
